Ruth Powell	4-(482)899-1307
Sharon Reyes	6-(483)865-8892
Gloria Chapman	3-(276)354-3242
Kathy Pierce	2-(061)416-5294
Tina Simmons	3-(714)205-2932
Julia Kelley	9-(060)219-2755
Alice Chavez	3-(991)471-7461
Helen Dean	7-(740)194-4138
Amanda Sullivan	8-(658)241-1124
Jane Ryan	4-(041)526-8991
Mildred Hughes	3-(686)553-4195
Sharon Alvarez	5-(279)390-7966
Doris Hill	6-(104)359-3384
Theresa Young	8-(894)881-4725
Shirley Perry	2-(373)329-9710
Shirley Woods	4-(958)170-3547
Bonnie Hudson	3-(929)200-7589
Karen Myers	2-(805)153-1757
Heather Morrison	5-(553)366-4244
Lisa Martinez	3-(226)397-4101
Christina Sims	1-(411)497-8703
Cheryl Harper	6-(643)352-7063
Phyllis Harvey	2-(625)278-9159
Lois Larson	4-(527)321-5183
Margaret Wheeler	9-(068)712-1128
Heather Wheeler	1-(404)971-0627
Rose Sullivan	8-(417)536-0348
Sarah Mendoza	5-(346)896-8928
Helen Jones	8-(791)830-1139
Betty Dunn	6-(069)343-2561
Karen Murphy	4-(657)567-0482
Maria Myers	8-(380)437-6157
Jacqueline Ellis	4-(722)989-5556
Melissa Flores	1-(138)746-5401
Melissa Coleman	5-(919)883-6188
Ann Hunt	2-(409)884-4826
Rachel Edwards	6-(522)521-2820
Margaret Hughes	9-(408)974-3978
Elizabeth Peters	4-(266)328-6991
Pamela Hill	9-(375)631-8103
Diana Meyer	7-(924)977-2721
Heather Carpenter	8-(893)750-9125
Amy Bishop	7-(777)595-9516
Barbara Spencer	6-(819)693-2028
Julie Gutierrez	8-(053)234-1233
Martha Davis	5-(434)856-7786
Patricia Jackson	3-(456)988-0769
Nicole Foster	5-(055)401-1455
Amanda Patterson	1-(477)602-8866
Martha Simmons	6-(045)806-3543
Amy Stanley	5-(241)379-0623
Deborah Moore	9-(137)808-6048
Annie Jacobs	0-(762)767-3103
Barbara Ryan	8-(832)615-1459
Rose Walker	9-(620)518-7187
Marie James	3-(562)671-3526
Ruth Burke	4-(477)919-4783
Amy White	9-(852)065-9624
Dorothy Nguyen	0-(473)931-6574
Mildred Carter	9-(851)794-3640
Joyce Robertson	5-(199)160-2122
Denise Shaw	6-(853)817-5181
Ruth Wells	1-(666)362-4544
Kimberly Sims	1-(511)195-3864
Robin Hart	9-(739)370-1516
Norma Hamilton	9-(147)595-2652
Karen Castillo	3-(088)385-2232
Katherine West	9-(365)587-3364
Sara Alvarez	4-(140)940-8912
Jacqueline Sanders	6-(582)147-9177
Marilyn Garcia	1-(582)465-3723
Gloria Mccoy	4-(443)062-9755
Marilyn Garza	1-(610)391-3527
Dorothy Richardson	8-(456)356-4036
Ruby Tucker	7-(731)001-7940
Doris Lopez	1-(865)555-2343
Rose Fox	2-(621)958-2732
Amy Griffin	8-(048)675-0236
Pamela Crawford	0-(183)597-5295
Gloria Richardson	6-(291)746-7781
Ann Long	2-(042)539-8593
Sara Gardner	0-(031)543-2872
Kathleen Harrison	6-(174)580-0272
Anne Williams	6-(088)785-0632
Maria Carter	3-(279)733-7161
Michelle Rodriguez	6-(513)791-0692
Judy Johnston	2-(284)459-2377
Irene Wood	2-(282)219-5806
Denise Ramos	9-(743)613-3907
Anna Morgan	1-(952)522-7053
Pamela Green	9-(021)354-0924
Judith Hicks	8-(689)547-1507
Kelly Cruz	5-(664)831-0562
Theresa Moreno	3-(057)295-8772
Phyllis Kelly	8-(997)166-6653
Virginia Gutierrez	7-(193)306-3304
Pamela Henderson	8-(659)726-6699
Sandra Rodriguez	4-(298)772-5398
Judy Moore	1-(723)004-8154
Cynthia Hudson	3-(649)402-7470
Christine Little	8-(201)527-2048
Irene Moreno	3-(348)196-7596
Marilyn Grant	3-(598)592-2004
Shirley Hunter	1-(702)338-8040
Diane Ramirez	7-(288)008-9878
Robin Pierce	7-(289)156-8748
Debra Cunningham	0-(728)448-5231
Lois Palmer	1-(508)743-4260
Susan Cruz	4-(256)872-6053
Beverly Coleman	3-(583)715-7832
Andrea Lawson	3-(387)714-6686
Jean Wells	5-(290)268-2118
Cheryl Wells	0-(332)757-5442
Martha Washington	9-(685)403-5109
Evelyn Phillips	4-(396)171-3969
Laura Morgan	9-(067)456-2888
Margaret Howard	1-(548)938-1789
Gloria Martinez	7-(230)312-3056
Jane Gibson	4-(194)621-9826
Anne Hall	9-(992)581-5110
Cynthia Carr	3-(009)474-6764
Laura Thompson	1-(677)590-0123
Kimberly Elliott	4-(840)413-5644
Joan Coleman	9-(877)750-6005
Janice Fox	4-(029)271-4015
Louise Chavez	8-(244)743-5699
Brenda Dean	7-(447)097-6646
Ann Fernandez	7-(447)435-3331
Laura King	1-(927)389-4885
Jane Price	5-(873)848-4328
Karen Perkins	7-(020)818-3372
Julia Day	8-(533)081-2535
Susan Scott	2-(065)481-2725
Dorothy Jackson	8-(805)200-0493
Betty Chavez	9-(784)817-0015
Theresa Watson	9-(394)633-3136
Shirley Lawrence	2-(387)518-0689
Sharon Miller	7-(506)403-9477
Jean Russell	6-(420)442-7379
Catherine Hawkins	8-(954)558-8103
Patricia Taylor	6-(501)554-7787
Paula Sanchez	6-(685)171-2636
Kathy Matthews	2-(111)531-2512
Julie Gomez	2-(244)629-1066
Katherine Gonzalez	0-(201)779-1007
Julia Jacobs	2-(477)677-6727
Susan Williamson	8-(814)407-0727
Janice Lopez	6-(551)462-6783
Judith Marshall	5-(139)665-4234
Tammy Cook	7-(654)446-6089
Carol Hall	2-(738)033-9372
Amy White	5-(215)103-7839
Kelly James	6-(625)476-5304
Phyllis Graham	5-(129)917-1356
Anna Green	0-(731)746-0434
Margaret Harper	6-(235)887-2921
Theresa Vasquez	9-(380)425-4476
Janice Owens	3-(080)927-5377
Maria Garcia	1-(611)481-2173
Betty Peterson	6-(186)546-9150
Sharon Wells	3-(542)915-7722
Jane Willis	9-(381)291-9917
Frances Freeman	8-(977)832-1612
Ruby Harrison	9-(615)105-5425
Kelly Davis	1-(729)216-5462
Ashley George	7-(350)574-6988
Ruby Banks	9-(044)780-7862
Robin Rice	4-(240)321-4747
Shirley Alexander	9-(472)986-0886
Ashley Gonzales	0-(896)823-9967
Margaret Anderson	9-(762)383-9352
Tina Harper	9-(151)824-7435
Anna Lopez	9-(774)315-3807
Karen Wheeler	3-(960)509-6096
Donna Webb	6-(045)808-3365
Joan Kelly	9-(739)517-6747
Kathleen Bowman	8-(420)761-6899
Amanda Sullivan	9-(870)945-5614
Ann Baker	2-(236)305-2925
Kimberly Roberts	8-(069)569-6321
Diana Coleman	5-(240)954-5200
Janet Rogers	9-(617)466-9618
Stephanie Frazier	8-(962)315-8828
Frances King	6-(116)913-7560
Melissa Williams	5-(626)099-2083
Sarah Greene	2-(525)708-5085
Janet Davis	7-(621)762-5691
Rachel Hernandez	3-(513)648-0553
Annie Dean	4-(165)550-7121
Evelyn Reyes	1-(275)406-1370
Virginia Mccoy	1-(822)506-2298
Helen Lane	0-(464)828-6132
Sharon Perkins	9-(140)975-3705
Catherine Murray	9-(512)317-0502
Betty Nelson	5-(454)188-9295
Linda Moore	6-(685)541-2592
Carol Powell	6-(562)628-0966
Cynthia Phillips	4-(192)058-0918
Anne Chavez	8-(522)426-0362
Wanda Ray	0-(273)082-4423
Denise Smith	8-(792)428-4100
Stephanie Ferguson	0-(054)068-0194
Deborah Marshall	3-(552)055-0114
Marilyn Gibson	1-(673)128-6519
Margaret Lynch	9-(367)453-4871
Cynthia Chapman	7-(342)850-1707
Jacqueline Vasquez	8-(623)879-8751
Jean Carr	8-(811)463-5491
Julia Morales	8-(574)772-6146
Ruth Morris	9-(360)447-7740
Beverly Perkins	2-(485)514-8126
Cheryl Perez	0-(006)074-4524
Catherine Jackson	6-(705)191-3197
Marilyn Pierce	4-(189)073-6671
Teresa Robertson	9-(817)856-0496
Melissa Carter	7-(551)699-2736
Heather Miller	6-(318)719-9985
Martha Fernandez	9-(073)031-6482
Donna Lane	3-(734)181-5929
Catherine Campbell	3-(376)171-1870
Patricia Patterson	1-(630)307-3531
Rose Bradley	2-(302)530-0789
Virginia Oliver	6-(434)831-0395
Mildred Gomez	0-(103)356-4271
Marie Hunt	5-(059)319-0615
Judith Little	1-(856)657-7448
Gloria Brown	3-(079)989-4150
Phyllis Graham	6-(315)580-5309
Norma Rogers	6-(923)165-2361
Gloria Hawkins	3-(229)307-0074
Diane Long	2-(048)564-4182
Frances Reid	7-(662)254-8736
Margaret Banks	5-(722)502-5361
Virginia Romero	8-(064)715-1800
Evelyn Tucker	4-(512)316-3330
Doris Spencer	3-(768)606-9322
Theresa Collins	8-(794)877-3875
Joyce Gutierrez	5-(141)731-9038
Elizabeth Gutierrez	9-(950)511-2828
Carol Nichols	8-(199)117-6106
Michelle Thompson	2-(801)044-9441
Gloria Simpson	5-(697)974-8115
Susan Roberts	9-(973)781-3686
Sandra Cole	5-(188)833-3262
Tammy White	2-(719)559-3444
Marie Jordan	3-(811)437-1761
Julie Medina	1-(727)820-7735
Cynthia Jordan	6-(481)385-5294
Judy Sanders	3-(296)443-1180
Andrea Lawson	8-(848)458-1730
Maria Day	4-(138)377-0535
Susan Richards	6-(253)273-6031
Pamela Coleman	5-(449)957-8036
Bonnie Kim	9-(389)798-8108
Mary King	0-(857)944-4729
Melissa Edwards	0-(516)229-5850
Carol Cook	5-(253)351-1275
Sara Miller	3-(344)497-4943
Doris Schmidt	1-(752)864-7696
Pamela Perkins	6-(463)832-0274
Elizabeth Jenkins	3-(303)715-7957
Irene Gutierrez	1-(325)849-1076
Irene Turner	1-(105)447-0027
Susan Garza	5-(978)649-1723
Jennifer Hansen	1-(238)419-9961
Tina Coleman	6-(781)168-4421
Ruby Carroll	9-(528)154-9924
Janet Wagner	4-(239)635-7072
Jacqueline Gomez	1-(347)579-2107
Maria Howard	8-(752)548-4343
Shirley Robinson	1-(003)085-0888
Carolyn Gray	6-(924)784-8792
Deborah Shaw	9-(609)609-5170
Karen Miller	6-(992)667-8186
Virginia Gray	2-(617)627-8025
Diane Wright	9-(016)176-6009
Kathleen Stone	7-(914)927-9832
Bonnie Stewart	3-(975)338-6154
Cheryl Rogers	8-(069)227-5809
Robin Armstrong	3-(400)900-3376
Paula Berry	9-(176)634-5736
Kimberly Fields	9-(291)497-2768
Frances Ryan	2-(101)129-3470
Shirley Reyes	0-(407)234-5321
Dorothy Graham	7-(871)344-6319
Rachel Moore	1-(843)573-7147
Tina Howard	4-(230)558-3387
Mary Armstrong	6-(902)402-0645
Sandra Frazier	5-(153)024-8591
Sarah Ward	2-(786)356-5079
Alice Long	2-(792)805-7343
Wanda Fernandez	4-(100)548-9200
Wanda Hawkins	3-(299)650-7426
Alice Jordan	9-(006)645-1599
Lori Ellis	3-(921)942-9701
Amy Chapman	1-(234)977-0711
Emily Gomez	0-(944)707-5401
Betty Hawkins	0-(387)358-8591
Emily Reed	4-(324)159-4012
Dorothy Payne	0-(881)285-9749
Brenda Lawson	3-(046)871-3718
Angela Martin	5-(246)988-7506
Carolyn Williamson	9-(424)509-0584
Shirley Wagner	5-(173)197-5220
Sara Sanchez	8-(981)612-7466
Lillian Williams	2-(825)388-7668
Paula Alvarez	0-(117)931-7264
Jean Hicks	0-(902)815-7096
Diane Thomas	7-(978)793-6683
Jennifer Brooks	4-(679)258-1187
Lori Porter	1-(483)929-1279
Helen Ryan	4-(020)027-8176
Mary Ramos	3-(040)975-4220
Denise Howard	5-(640)160-4075
Susan Mason	6-(780)082-9206
Ruth Thompson	2-(769)458-7567
Lillian Simpson	3-(751)283-4164
Jessica Russell	1-(407)283-0093
Diane Reynolds	3-(548)480-7256
Louise Sanchez	9-(109)374-7464
Karen Davis	2-(516)506-0284
Laura Cunningham	8-(045)127-0189
Debra Johnson	1-(706)119-9694
Sarah Mason	6-(512)571-0456
Martha Little	7-(765)013-0012
Carolyn Hansen	4-(740)928-4086
Louise Jacobs	8-(014)198-6438
Wanda Bennett	4-(173)287-0627
Gloria Robinson	2-(422)112-0039
Teresa Turner	7-(773)768-9950
Donna Payne	9-(142)700-6910
Virginia Ray	3-(707)246-4910
Sharon Lee	0-(109)240-0241
Emily Elliott	3-(348)279-8099
Sara Carr	1-(439)244-1046
Janet Hart	3-(350)911-4705
Virginia Diaz	1-(561)468-9647
Bonnie Edwards	2-(705)697-5034
Diane Robinson	5-(994)760-2728
Jean Johnston	3-(783)717-6179
Wanda Welch	3-(304)405-3880
Annie Ortiz	7-(783)196-4314
Margaret Clark	0-(167)451-7701
Margaret Howell	2-(425)268-4497
Gloria Kim	8-(721)962-2725
Carolyn Stanley	7-(302)644-3613
Evelyn Morris	8-(462)684-6337
Sarah Ryan	3-(914)175-8684
Norma Torres	3-(236)554-6396
Laura Garza	9-(618)476-9374
Dorothy Jones	5-(108)290-4411
Anne Murphy	6-(694)590-4076
Nicole Ford	8-(798)674-5916
Dorothy Wood	6-(926)183-3768
Judy Reyes	3-(160)727-3074
Nancy Grant	3-(591)583-0489
Deborah Palmer	2-(265)972-1267
Martha Dean	8-(038)909-6413
Frances Hunter	5-(193)745-2316
Kimberly Romero	1-(947)578-2314
Stephanie Murray	7-(802)991-9471
Susan Jacobs	4-(730)563-9460
Jacqueline Moreno	6-(264)903-1339
Amanda Rice	6-(140)220-1539
Martha Nelson	8-(487)824-5299
Barbara Mitchell	5-(183)819-7230
Maria Hill	2-(151)338-0742
Nicole Burns	0-(626)184-5240
Irene Martinez	0-(490)921-1786
Barbara Little	4-(437)275-5621
Elizabeth Harrison	9-(910)975-9163
Pamela Henderson	4-(337)062-9407
Jennifer Hart	1-(023)813-5742
Diana Young	9-(982)987-9761
Denise Sullivan	3-(611)976-3650
Janice Richards	5-(199)884-7802
Lisa Harper	4-(790)848-1890
Linda Reynolds	2-(946)379-5888
Dorothy Henry	9-(714)425-8920
Jane Day	5-(212)576-6397
Laura Mason	5-(909)007-2041
Alice Smith	6-(488)286-5431
Evelyn Howell	3-(418)762-1317
Carol Moore	2-(169)811-2209
Frances Warren	9-(907)282-9184
Christine Perez	6-(654)784-2412
Joyce Kelly	4-(778)780-1980
Louise Torres	6-(154)332-5416
Carol Ramos	0-(892)734-4063
Louise Lynch	1-(240)928-9681
Theresa Bryant	5-(284)639-8340
Teresa Lynch	4-(189)104-1572
Melissa Fuller	8-(572)788-9313
Sharon Morales	7-(495)959-2163
Rose Fields	5-(833)738-3718
Donna Thompson	3-(086)540-9369
Nancy Oliver	2-(798)894-8518
Irene Bennett	6-(478)451-1782
Christine Gibson	8-(711)682-6424
Janet Vasquez	8-(958)191-3351
Julie Anderson	8-(506)609-1258
Judy Mcdonald	1-(426)977-2801
Betty Reyes	7-(831)672-8306
Catherine Allen	0-(135)061-7007
Ashley Ray	1-(437)215-3032
Cynthia Diaz	8-(639)399-4042
Kathy Lewis	2-(924)811-0050
Sara Jordan	0-(098)872-2673
Stephanie Elliott	1-(276)334-5922
Helen Sullivan	1-(361)480-3569
Virginia Hunter	4-(619)889-3403
Diane Cox	9-(581)315-7497
Christina Hunter	1-(466)826-5260
Barbara Ferguson	1-(150)735-8688
Tammy Bowman	3-(678)138-7317
Gloria Harper	3-(634)719-4012
Pamela Wood	5-(394)849-9387
Elizabeth Snyder	3-(236)480-5556
Theresa Elliott	6-(134)861-1767
Maria Russell	3-(982)251-1502
Heather Larson	1-(691)776-0274
Paula Russell	4-(831)918-9102
Heather Greene	1-(796)571-2354
Debra Washington	6-(255)766-0025
Theresa Owens	8-(271)799-8984
Julia Hawkins	3-(420)535-3100
Diane Arnold	5-(128)746-8971
Ashley Collins	3-(655)664-4537
Sarah Davis	0-(456)077-5314
Doris Knight	5-(897)955-2761
Joyce Miller	6-(913)916-6559
Angela Long	4-(831)242-6167
Pamela Olson	3-(689)230-8771
Ruth Owens	0-(761)343-6130
Emily Barnes	1-(908)148-6833
Melissa Bishop	8-(768)278-1985
Lois Nelson	5-(850)664-2872
Kathleen Sims	9-(469)388-5225
Brenda Green	9-(475)179-1287
Cheryl Foster	6-(471)600-9790
Evelyn Green	3-(306)529-7914
Helen Ward	9-(951)870-1090
Debra Fernandez	8-(374)599-7891
Denise Sullivan	1-(675)430-5686
Kimberly Jenkins	8-(392)542-3511
Karen Roberts	7-(078)156-6398
Helen Washington	4-(268)321-7373
Stephanie Elliott	5-(987)785-2570
Julie Matthews	8-(083)260-2306
Cynthia Long	9-(885)209-1504
Nancy Shaw	2-(598)966-7532
Lillian Warren	9-(770)058-2358
Paula Lee	0-(449)492-4775
Janet Scott	8-(877)523-8930
Debra Coleman	2-(214)711-1005
Ann Oliver	5-(825)784-7910
Melissa Carpenter	9-(111)557-7127
Heather Howell	5-(254)066-1500
Denise Harrison	1-(221)263-3204
Dorothy Sullivan	8-(218)510-6975
Joan Greene	0-(653)799-5695
Martha Coleman	4-(879)215-6268
Brenda Evans	1-(645)964-8952
Judith Morrison	6-(815)185-1706
Teresa Rice	7-(552)499-6464
Andrea Burke	8-(537)960-9918
Tammy Hill	3-(653)637-9825
Brenda Hicks	2-(807)088-5775
Anne Alexander	0-(634)070-3567
Jennifer Harper	6-(041)817-8367
Phyllis James	2-(049)515-6698
Debra Hill	7-(561)602-5432
Anne White	0-(944)884-2139
Wanda Davis	5-(137)663-4284
Evelyn Hunt	0-(193)928-9504
Lois Stewart	4-(478)078-5614
Andrea Evans	9-(325)812-9310
Lori Snyder	7-(175)197-5815
Alice Gonzalez	6-(688)237-4761
Sara Woods	7-(461)693-0879
Kathy Henderson	0-(072)175-1938
Frances Hansen	1-(942)977-5438
Frances Ramos	8-(839)312-5234
Anna Dixon	5-(090)129-6291
Nancy Johnston	3-(696)748-3579
Janet Ross	7-(118)987-5125
Christina Hayes	4-(282)608-5775
Christine Murray	9-(776)789-8232
Martha Dunn	4-(093)138-8538
Jacqueline Harris	9-(444)466-4539
Carol Turner	4-(765)805-4163
Teresa Reid	3-(207)246-6206
Catherine Sullivan	1-(858)777-4596
Gloria Fox	1-(506)301-4515
Elizabeth Ellis	9-(202)963-8136
Sharon Spencer	3-(805)065-2978
Irene Ruiz	0-(838)905-8767
Ann Gonzalez	7-(282)706-4277
Christine Brooks	4-(266)470-1184
Melissa Burns	2-(072)103-2191
Emily Jones	1-(702)092-8892
Mary Banks	9-(768)305-7683
Virginia Owens	2-(593)195-0447
Christina Hansen	4-(714)737-3692
Maria Allen	2-(108)238-0304
Anna Garza	4-(318)419-4954
Ruby Stephens	5-(778)162-1955
Betty Stewart	2-(104)232-5692
Christine Watkins	9-(923)100-6374
Katherine Wagner	6-(545)288-0091
Janet Flores	3-(821)965-5515
Sharon Lane	6-(383)987-0661
Elizabeth Stone	5-(102)139-9089
Angela Henry	4-(341)235-0587
Norma Washington	5-(473)371-2630
Tammy Robertson	5-(957)537-8770
Margaret Patterson	7-(557)299-4891
Rose Wood	2-(773)724-1612
Jane Jenkins	1-(748)666-7509
Irene Nguyen	4-(879)207-9171
Jennifer Simpson	9-(180)487-5708
Carol Hughes	5-(669)806-6057
Janet Hall	1-(150)813-2330
Cynthia Harrison	9-(902)390-9874
Kathleen Barnes	9-(394)961-5843
Nancy Pierce	3-(737)363-2060
Julie Mendoza	1-(296)988-5595
Frances Washington	7-(383)672-7484
Catherine Ross	9-(663)983-6302
Debra Kim	4-(867)487-7475
Amy Williamson	0-(839)630-8334
Nancy Rivera	3-(837)563-3639
Alice Johnson	9-(909)103-6037
Janet Schmidt	8-(768)878-7581
Catherine Lawrence	5-(291)157-8731
Debra Holmes	3-(707)241-0874
Stephanie Bradley	6-(003)529-6396
Rebecca Gonzales	1-(263)610-0817
Donna Little	4-(892)381-6502
Christine Gardner	3-(795)812-4477
Diane Myers	4-(351)508-2009
Elizabeth Castillo	1-(411)069-6162
Kathy Scott	3-(972)949-8378
Lillian Clark	6-(051)363-1972
Rose Washington	7-(427)490-5533
Jennifer Ramirez	1-(313)440-2058
Diane Meyer	4-(707)927-5829
Heather Woods	0-(800)494-8333
Dorothy Price	9-(585)197-2154
Irene Howard	9-(485)908-1988
Rose Wallace	3-(823)261-7885
Debra Williams	9-(909)804-6354
Mary Collins	0-(875)602-5729
Louise Montgomery	4-(734)533-2364
Anne Arnold	4-(898)171-7674
Deborah Brooks	9-(521)460-0090
Andrea Brooks	6-(685)123-1919
Janice Shaw	3-(750)322-8120
Kathy Sanchez	2-(615)312-9162
Julie Austin	3-(079)241-5075
Heather Cook	5-(231)973-7990
Julia Mccoy	5-(469)286-7121
Kathryn Harrison	6-(391)729-3056
Rose Diaz	0-(253)762-4541
Jacqueline Moreno	6-(576)358-3415
Phyllis Fowler	2-(143)397-4335
Nancy White	4-(660)751-9369
Melissa Rose	5-(251)635-5492
Anna Johnston	0-(832)673-0637
Linda Harris	3-(276)412-0585
Christina Allen	2-(023)269-6354
Brenda Myers	5-(891)521-9073
Sandra Morales	9-(656)508-3741
Laura Oliver	6-(369)464-6511
Amanda Roberts	0-(376)741-0448
Jane James	2-(461)263-1446
Marilyn Wells	5-(970)103-7389
Lisa Burns	4-(830)494-2579
Denise Woods	1-(529)425-7608
Angela Williamson	9-(923)284-2422
Shirley Cunningham	6-(528)518-8702
Annie Little	5-(298)466-6505
Tina Diaz	8-(565)625-8005
Mary Armstrong	8-(732)542-2485
Lillian Jacobs	2-(846)888-0588
Sara Murray	5-(686)663-4501
Wanda Little	6-(019)991-9279
Lois Welch	7-(832)594-8891
Katherine Wallace	7-(318)924-0479
Judith Weaver	1-(556)866-6770
Donna Knight	6-(249)641-1234
Lisa Hanson	4-(047)992-0507
Janet Hayes	4-(501)529-6489
Doris Myers	0-(694)436-4851
Anne Vasquez	2-(570)845-8440
Ashley Ryan	4-(763)129-8162
Rose Marshall	4-(725)387-3900
Cheryl Boyd	2-(574)979-3854
Robin James	5-(445)409-4335
Kelly Hawkins	2-(814)165-8853
Maria Hill	4-(102)208-0729
Deborah Wheeler	0-(774)037-6413
Paula Fowler	0-(488)458-1352
Janet Peterson	3-(014)259-9815
Judy Chapman	1-(707)461-2202
Dorothy Kelley	2-(185)798-3981
Lisa Larson	0-(901)886-5605
Ruby Kelly	6-(696)835-8667
Wanda Evans	0-(743)439-2993
Laura Hunter	1-(389)270-6183
Tina Roberts	4-(728)473-8309
Kathy Diaz	8-(231)118-4877
Phyllis Harper	0-(692)170-1588
Carolyn Morrison	0-(320)184-3572
Doris Fowler	8-(639)765-7223
Virginia Price	0-(550)201-7055
Cynthia Mitchell	6-(754)198-0719
Mildred Thompson	1-(966)412-5887
Robin Wright	7-(836)177-6534
Maria Bryant	9-(221)844-6190
Elizabeth Gonzalez	9-(035)750-4371
Sara Davis	1-(314)794-1516
Ashley Harris	1-(386)084-1468
Theresa Ferguson	9-(546)286-1269
Carol Vasquez	5-(719)422-9950
Denise Phillips	2-(807)657-6163
Pamela Turner	6-(896)172-5429
Diana Evans	3-(717)421-2963
Sharon Kennedy	8-(495)878-3570
Betty Williamson	5-(600)329-6119
Catherine Ward	7-(433)177-0784
Jennifer Owens	3-(374)051-1814
Angela Lee	7-(335)076-2406
Kathryn Matthews	5-(285)822-2524
Kathryn Garcia	4-(906)020-4749
Frances James	2-(535)468-7496
Jane Larson	2-(776)170-0943
Jean Greene	7-(908)233-0899
Paula Robertson	3-(455)567-0711
Margaret Webb	3-(133)179-2866
Linda Garza	4-(279)707-3201
Nicole Miller	2-(804)292-5762
Judy Marshall	5-(371)738-5759
Kathryn Castillo	5-(708)507-7373
Robin Fields	4-(428)757-8033
Amanda Harris	9-(577)205-9260
Katherine Lynch	6-(374)925-9264
Ruby Carroll	1-(227)528-9622
Donna Murphy	2-(243)945-3695
Joyce Wheeler	7-(869)122-9817
Diana Fields	0-(310)077-3894
Marilyn Meyer	9-(686)027-7119
Jessica Fernandez	7-(659)359-9673
Jacqueline Barnes	9-(691)307-1850
Nancy Bailey	0-(511)651-8831
Lillian Alexander	3-(872)467-1567
Ashley Oliver	8-(029)379-8817
Pamela Montgomery	3-(680)678-7965
Evelyn Ramos	6-(615)161-1305
Mary Welch	2-(215)871-0608
Tina Perry	5-(425)176-4848
Kathleen Mccoy	9-(871)600-0717
Nicole Wells	8-(732)293-3439
Theresa Ortiz	2-(172)335-3580
Michelle Lawson	1-(029)542-1278
Anna Watson	9-(727)305-5736
Irene Powell	8-(339)548-0034
Louise Wheeler	7-(486)896-8258
Rachel Smith	1-(522)721-7562
Barbara Marshall	2-(932)873-3832
Jessica Tucker	6-(797)348-4512
Gloria Howard	8-(747)557-5089
Phyllis Howard	1-(925)792-8112
Barbara Howard	1-(458)111-8645
Jean Spencer	2-(171)599-2953
Denise Flores	6-(860)214-7567
Judy Bennett	8-(099)003-8921
Anna Green	2-(232)025-1913
Phyllis Nichols	3-(088)555-1888
Jennifer Lane	0-(034)704-3490
Lori Black	2-(148)758-4995
Nancy Bell	5-(748)147-4115
Carol Watkins	2-(464)843-1006
Evelyn Evans	4-(713)830-1567
Kathryn Rivera	4-(650)772-5459
Robin Schmidt	0-(707)630-0499
Catherine Edwards	6-(942)971-2965
Diane Rodriguez	2-(379)133-9899
Judy Palmer	7-(412)557-1183
Wanda Schmidt	7-(339)193-5968
Michelle Roberts	3-(959)411-5305
Cynthia Bradley	5-(713)280-8355
Denise Crawford	1-(069)526-1836
Andrea Scott	7-(779)677-1385
Joyce Morgan	8-(248)971-5832
Susan Gomez	1-(401)364-9391
Janet Lopez	7-(257)312-8004
Kathryn Diaz	9-(238)746-5368
Shirley Carter	3-(779)255-3714
Katherine Foster	0-(178)811-2914
Christina Price	2-(957)188-1435
Doris Simpson	4-(614)913-9520
Brenda Johnson	8-(385)365-9690
Diane Mitchell	9-(570)636-7771
Emily Ramirez	6-(729)411-0689
Pamela Fernandez	3-(455)853-5231
Margaret Hart	2-(911)355-3046
Melissa Torres	4-(885)210-8492
Jessica Hansen	6-(640)610-8246
Amanda Weaver	2-(410)733-4616
Linda Martin	5-(087)403-3442
Irene Mcdonald	1-(771)111-2681
Judith Robinson	5-(194)126-0109
Irene Stephens	1-(545)392-9618
Catherine Day	0-(905)226-6544
Mary Hicks	4-(897)758-5662
Dorothy Perkins	5-(319)102-1665
Norma Patterson	5-(681)055-9843
Barbara Hunter	4-(595)552-8338
Theresa Elliott	9-(290)104-8049
Louise Patterson	3-(748)523-4777
Cynthia Garza	9-(799)678-1771
Laura Hughes	5-(448)424-4097
Wanda Adams	2-(910)689-6383
Katherine Hayes	9-(646)035-5435
Norma Long	9-(077)522-7938
Frances Alvarez	9-(997)813-3067
Lisa Montgomery	5-(213)116-3617
Martha Ross	4-(042)331-8399
Christine Watkins	9-(893)317-4131
Marie Gardner	3-(365)013-7399
Maria Coleman	9-(233)499-8084
Diana Smith	8-(874)625-4546
Martha Edwards	8-(219)135-8860
Kimberly Martin	2-(078)565-8151
Doris Davis	8-(632)678-8813
Katherine Black	4-(774)226-9761
Joyce Burns	0-(555)647-9743
Deborah Coleman	7-(813)976-4411
