Alice Walker	5-(786)140-3346
Carolyn Baker	9-(500)844-0405
Andrea Austin	4-(722)258-8021
Doris Payne	5-(139)841-3922
Debra Hunt	0-(160)489-3674
Linda Holmes	3-(240)337-1804
Martha Richards	2-(957)727-6022
Kelly Burke	8-(267)136-7255
Shirley Kim	4-(614)660-2479
Katherine Reynolds	6-(395)263-7176
Alice Gonzales	4-(167)557-4782
Denise Simmons	8-(410)033-6004
Christine Bell	7-(204)073-3925
Ashley Scott	8-(844)130-5869
Sarah Young	4-(547)282-5669
Julie Reyes	6-(920)763-9451
Rebecca Harper	2-(898)357-7642
Tina Howard	1-(819)795-6808
Phyllis Cooper	8-(440)301-1784
Mildred Duncan	6-(387)300-0553
Nancy Wallace	0-(814)068-3288
Phyllis Perkins	9-(285)312-9335
Rose Fowler	0-(109)876-7946
Christine Dunn	8-(344)123-8203
Barbara Robinson	6-(970)494-4890
Diana Willis	5-(223)053-7294
Wanda Burns	2-(832)017-3610
Kimberly Ray	9-(794)121-3973
Barbara Scott	2-(996)657-8121
Susan Burke	9-(309)378-5533
Kathryn Parker	3-(937)069-2975
Beverly Vasquez	9-(383)193-3775
Nancy Gonzales	4-(268)604-8343
Marie Cole	8-(987)499-4704
Jane Sanders	2-(653)855-0026
Joyce Williams	0-(185)365-5441
Evelyn Willis	2-(686)182-3183
Judith Richardson	2-(604)806-3430
Margaret Berry	1-(103)862-4246
Beverly Davis	2-(566)729-7156
Christina Mcdonald	6-(217)368-2574
Evelyn Stevens	6-(532)449-4960
Robin Butler	2-(694)797-8956
Ashley Lopez	8-(806)682-6397
Rachel Watson	7-(055)343-5539
Christina Kennedy	8-(613)270-3157
Irene Griffin	8-(191)844-6174
Carol Shaw	6-(767)857-3995
Michelle Palmer	8-(386)461-5269
Angela Rodriguez	2-(225)077-0379
Mildred Evans	4-(853)174-8877
Lisa Coleman	3-(061)768-1688
Sandra Morris	4-(322)661-4020
Catherine Bryant	3-(499)283-5991
Lori Hayes	5-(154)172-6985
Kelly Wright	5-(548)883-5240
Nancy Burns	4-(507)034-1031
Virginia Nelson	6-(591)016-3390
Debra Palmer	2-(755)080-7994
Rebecca Riley	1-(570)832-3240
Theresa Alvarez	5-(847)553-3188
Betty Hunt	0-(219)245-4465
Irene Johnston	9-(418)401-6482
Rachel Rivera	8-(965)219-7441
Janet Berry	2-(463)336-7502
Judith Gonzales	9-(829)991-7800
Amy Knight	7-(756)116-1796
Karen Hansen	8-(749)135-5468
Kimberly Hall	3-(844)396-7445
Amanda King	8-(026)238-1735
Ruth Lewis	8-(444)730-0187
Susan Campbell	9-(967)508-9441
Anne Dunn	0-(288)338-4524
Wanda Myers	8-(945)781-0979
Amanda Wright	5-(197)003-9319
Elizabeth Warren	0-(087)651-8507
Annie Baker	1-(565)262-8516
Theresa Campbell	6-(180)385-9873
Emily Flores	8-(031)007-1612
Joyce Howell	9-(948)170-0436
Ruth Owens	7-(002)171-2761
Angela Lawrence	6-(853)819-8412
Sarah Roberts	4-(051)413-3285
Jane Arnold	7-(009)437-4641
Lois Anderson	8-(309)846-5360
Theresa Mason	9-(149)211-9008
Carol Gutierrez	6-(913)160-5569
Heather Romero	5-(093)697-3282
Jessica Mendoza	0-(677)162-7829
Debra Ellis	3-(948)248-9499
Mary Olson	5-(783)142-4521
Helen Fuller	8-(753)096-6292
Janet Nguyen	8-(067)654-6449
Lois Barnes	1-(584)662-2004
Jennifer Ruiz	5-(019)790-8057
Kathy Cox	2-(820)622-6869
Patricia Andrews	9-(920)708-1051
Janet Willis	2-(754)698-6763
Tina Stephens	4-(079)924-4549
Jennifer Austin	9-(408)194-2344
Julia Roberts	4-(346)352-9249
Amy Morgan	3-(997)814-5751
Theresa Armstrong	1-(993)889-8507
Christina Myers	2-(325)166-5718
Helen Burke	6-(009)257-1489
Emily Chavez	4-(596)979-5338
Martha Chavez	3-(707)288-1788
Ashley Larson	5-(979)831-0613
Tina Rice	9-(295)533-4781
Lisa Long	9-(566)641-0267
Virginia Anderson	1-(512)175-4460
Betty Hunter	3-(707)970-6587
Susan Meyer	5-(240)684-3304
Joyce Riley	3-(423)401-7093
Marie Thomas	2-(113)439-6207
Lori Russell	1-(045)928-0154
Nicole Peters	1-(007)530-5996
Kathleen Armstrong	9-(447)209-5318
Betty Reynolds	6-(719)249-8081
Helen Ray	6-(719)560-6758
Ruth Kennedy	6-(858)446-3802
Kathryn Burke	6-(952)992-4969
Norma Henderson	4-(850)044-3478
Julie Lopez	8-(506)863-3005
Heather Wells	8-(916)216-3158
Barbara Dixon	2-(878)822-4393
Julie Ramirez	5-(970)038-6612
Rose Garcia	6-(072)600-3919
Pamela Cruz	8-(590)244-3085
Susan Chapman	0-(687)542-8798
Julie Alvarez	1-(018)196-6134
Anna Reed	3-(856)244-7477
Kathleen Lynch	9-(285)920-3209
Linda Tucker	9-(660)042-1526
Sharon Nguyen	0-(669)633-7061
Anne Long	8-(982)120-7114
Debra Peterson	4-(354)164-3184
Cynthia Wagner	9-(185)869-1461
Paula Elliott	5-(746)625-4865
Sandra Arnold	6-(243)150-4841
Shirley Sullivan	8-(509)998-5275
Katherine Rose	3-(293)410-1745
Amy Richards	7-(951)566-4752
Diane Turner	7-(838)930-5305
Diane Jackson	6-(234)611-6521
Lois Carpenter	5-(107)657-4304
Nancy Perez	7-(492)841-6750
Teresa Hernandez	8-(145)646-5795
Sharon Lopez	8-(929)526-6898
Sarah Weaver	5-(674)988-7085
Judith Medina	3-(362)608-2496
Rose Reed	1-(135)230-6757
Carol Cole	2-(036)839-7648
Christina Ruiz	3-(073)905-4804
Sarah Green	8-(045)308-2607
Dorothy Powell	1-(653)875-8742
Dorothy Flores	5-(460)493-2361
Norma Perry	9-(905)798-6917
Angela Ruiz	1-(420)065-5164
Phyllis Russell	0-(514)479-2812
Tammy Sullivan	1-(812)454-4560
Lisa Kennedy	2-(228)567-9539
Diane Fisher	4-(660)117-7283
Emily Marshall	9-(413)295-1531
Cheryl Welch	8-(799)931-8429
Susan Knight	4-(414)494-7933
Christina Arnold	1-(344)047-9223
Martha Oliver	2-(474)340-0122
Margaret Morales	8-(986)185-9939
Kathy Foster	2-(918)344-6049
Janet Franklin	3-(666)347-5219
Angela Peters	5-(728)989-8833
Laura Hall	3-(846)863-8236
Pamela Evans	4-(875)558-0377
Emily Foster	2-(133)227-8283
Donna Warren	7-(093)951-8256
Judith Hernandez	5-(240)988-5696
Amanda Patterson	8-(039)488-1710
Angela Scott	7-(298)249-3359
Ashley Bell	4-(260)745-4667
Julie Williamson	6-(281)165-8559
Emily Stephens	1-(959)793-0361
Theresa Flores	0-(969)544-6556
Ruth Robertson	7-(372)705-4486
Robin Torres	9-(609)296-7142
Annie Howell	4-(797)866-1832
Irene Peterson	8-(371)767-3974
Sandra Roberts	7-(137)472-0489
Lori Rose	4-(661)913-7975
Debra Myers	2-(706)760-5376
Lillian Owens	0-(191)509-9342
Frances Stephens	1-(399)286-1631
Ashley Richards	6-(861)349-3587
Diane Watkins	8-(681)148-9000
Anna Frazier	9-(512)981-8276
Sharon Phillips	6-(180)018-1162
Jane Black	5-(740)099-4610
Martha Robertson	2-(516)232-5920
Sharon Lewis	1-(508)161-9420
Louise Mitchell	6-(727)747-9945
Phyllis Washington	1-(627)187-6065
Debra Larson	6-(534)965-2162
Ruby Sanders	9-(852)284-0867
Carol Clark	2-(606)588-5414
Annie Olson	1-(667)404-3079
Kathryn Ray	7-(051)638-7235
Emily Fernandez	2-(712)933-0150
Tina Thomas	3-(573)236-2236
Catherine Bryant	9-(047)034-5824
Janet Campbell	0-(599)982-4186
Ashley Rodriguez	3-(077)588-1866
Louise Peterson	6-(971)070-6168
Rose Greene	3-(145)748-7609
Michelle Greene	2-(592)519-3802
Rebecca Medina	9-(232)544-7819
Lillian Wagner	3-(321)336-6073
Amy Carroll	0-(555)072-3666
Mildred Carroll	4-(683)613-1312
Joan Welch	7-(912)052-6142
Louise Jenkins	1-(910)231-3700
Marie Howard	2-(781)583-4500
Anne Miller	6-(312)463-7726
Nicole Boyd	9-(171)049-8465
Debra Walker	3-(709)576-4040
Nancy Clark	3-(332)325-1921
Michelle Richards	4-(944)091-4096
Virginia Ortiz	2-(378)538-6469
Rachel Owens	5-(354)659-3561
Mary Fowler	3-(367)213-9477
Christine Medina	0-(187)742-9333
Michelle Hunt	7-(740)874-2247
Ruby Fox	3-(673)380-2926
Diane Watson	1-(700)128-1074
Bonnie Long	2-(400)656-4714
Irene Watson	3-(241)477-3968
Julia Andrews	6-(127)078-4728
Jennifer Sims	6-(887)903-4843
Carol Fox	1-(359)064-8133
Virginia Hunter	3-(725)266-5953
Carol Fuller	8-(762)324-1614
Anne Burns	3-(799)124-1936
Norma Simpson	7-(517)878-3186
Brenda Bell	1-(932)885-0801
Irene Fields	8-(471)250-0949
Andrea Carpenter	7-(059)587-1229
Debra Chapman	1-(783)531-2003
Melissa Mills	9-(016)357-4876
Annie Reed	2-(058)459-0684
Denise Tucker	7-(744)779-5187
Linda Dixon	2-(429)166-0493
Evelyn Morris	2-(140)751-3369
Ruby Martin	9-(953)317-4866
Patricia Perkins	0-(333)343-1207
Irene Hamilton	6-(177)316-9408
Laura Freeman	7-(237)514-4728
Evelyn Ross	8-(317)426-3972
Jacqueline Chavez	3-(879)451-9650
Amanda Mccoy	3-(264)257-2524
Andrea Tucker	7-(904)942-1232
Amanda Larson	0-(258)760-0154
Diane Martinez	1-(014)728-3115
Alice Miller	3-(603)182-9936
Karen Hunt	6-(054)452-2277
Christina Austin	1-(468)633-8452
Denise Johnson	2-(815)877-5182
Anne Brown	9-(536)023-4764
Heather Watson	5-(232)723-5796
Louise Walker	8-(269)096-8101
Alice Wright	2-(322)092-0096
Betty Kelley	7-(674)865-7903
Linda Patterson	1-(846)338-8238
Jessica Gilbert	5-(815)667-4401
Cheryl Palmer	7-(984)031-7336
Theresa Crawford	6-(054)932-6950
Katherine Berry	7-(184)624-2679
Carol Stewart	4-(514)672-7693
Annie Castillo	7-(379)270-4969
Nicole Johnston	9-(750)709-0051
Jessica Harper	1-(365)005-0434
Brenda Shaw	8-(918)859-9270
Carolyn Peters	2-(182)280-3582
Denise Peterson	6-(831)722-5678
Sara Hawkins	8-(147)120-0515
Jessica Turner	5-(689)357-3261
Marie Pierce	9-(471)199-9847
Linda Knight	6-(031)316-5543
Marie Hill	7-(079)532-1294
Evelyn Carr	4-(224)425-2106
Doris Nelson	1-(755)669-4581
Sharon Carr	1-(677)896-0818
Cynthia Perry	6-(584)600-9893
Helen Cooper	0-(776)740-9410
Gloria Richardson	7-(943)155-0566
Debra Spencer	7-(035)114-1820
Sandra Walker	7-(150)041-8628
Deborah Frazier	7-(883)831-1973
Norma Campbell	0-(405)083-7236
Amy Morgan	0-(270)903-3987
Tammy Torres	5-(035)828-3370
Catherine Kelley	0-(241)168-1266
Carolyn White	4-(651)806-1529
Wanda Nichols	9-(112)387-1996
Bonnie Murray	0-(249)913-8730
Joyce Nguyen	3-(449)914-7132
Beverly Torres	7-(416)180-8533
Joan Hudson	2-(933)462-4457
Jean Hunter	7-(979)853-9104
Andrea Bryant	8-(842)249-2548
Katherine Stewart	1-(359)265-9099
Rachel Hayes	1-(020)402-9697
Debra Mcdonald	5-(773)447-7588
Doris Johnson	5-(193)270-5514
Deborah Payne	5-(452)513-4757
Alice Graham	7-(903)931-5742
Dorothy Hawkins	4-(524)271-5454
Maria Smith	6-(316)154-8900
Nancy Woods	5-(650)648-9899
Jennifer Stephens	8-(723)651-6987
Joyce Reynolds	5-(113)594-0136
Ann Peterson	6-(565)258-0151
Annie Medina	6-(784)711-0166
Wanda Ryan	4-(571)271-5788
Nicole Hart	7-(068)339-5486
Anna Warren	1-(938)297-2852
Maria Martinez	1-(563)691-6417
Theresa Peters	8-(714)995-5404
Beverly Larson	3-(717)585-3101
Kelly Cunningham	7-(284)004-5948
Katherine Ferguson	6-(337)119-8675
Elizabeth Meyer	0-(513)895-5516
Jacqueline Johnson	1-(433)769-5797
Phyllis Mills	3-(844)009-3574
Nancy Hayes	0-(695)617-9712
Jessica Gonzalez	9-(172)907-0060
Maria Simpson	8-(913)193-0471
Cheryl Davis	7-(011)698-0836
Teresa Jenkins	1-(055)249-6176
Linda Arnold	2-(043)817-6329
Alice Carroll	9-(876)663-9515
Jessica Oliver	2-(281)649-1862
Sarah Moreno	6-(530)018-1434
Joyce Moreno	4-(588)742-8064
Helen Stevens	3-(549)710-3737
Virginia Green	0-(880)017-9223
Susan Hughes	3-(631)189-9249
Frances Fisher	3-(910)692-1420
Linda Green	7-(953)388-8851
Brenda Alexander	9-(406)130-3592
Brenda Duncan	4-(409)439-3689
Helen Griffin	1-(661)155-5704
Jessica Robertson	0-(746)831-6789
Kathleen Franklin	0-(696)192-3300
Irene Lee	5-(327)907-4023
Christine Vasquez	6-(361)454-6742
Karen Hunter	0-(612)651-3552
Kathryn Campbell	2-(842)483-5342
Mildred Greene	0-(579)133-1371
Cynthia George	2-(759)657-0219
Patricia Gray	1-(449)693-7377
Lois Morgan	3-(280)491-0907
Katherine Stevens	7-(386)175-2073
Virginia Ortiz	6-(416)085-5102
Martha Ross	2-(538)644-0476
Diana Mills	5-(492)265-6828
Deborah Rodriguez	1-(793)363-4267
Amy Meyer	8-(280)081-6334
Amy Day	6-(914)989-4230
Pamela Ramos	3-(460)232-3647
Ann Cooper	1-(494)662-0030
Ruby Martin	5-(659)929-9120
Kimberly Hunt	7-(870)349-1179
Mary Nelson	9-(069)900-4359
Lillian Morris	6-(419)824-6684
Judy Williams	1-(767)198-4995
Pamela Fuller	8-(790)160-6486
Jennifer Howell	1-(131)296-2252
Mildred Davis	8-(714)069-5974
Melissa White	5-(273)617-7776
Annie Sims	8-(946)472-8504
Debra Mitchell	7-(134)929-2528
Nancy Collins	7-(384)019-3128
Emily Mccoy	1-(480)731-5520
Bonnie Gonzales	7-(500)758-6534
Amanda Carpenter	8-(967)184-7956
Shirley Perry	7-(159)883-2282
Laura Lynch	7-(922)291-3069
Diana Russell	0-(958)860-2656
Evelyn Warren	4-(992)099-6039
Mary Gilbert	7-(244)086-3789
Nicole Gonzalez	3-(126)883-0335
Christina Spencer	0-(241)328-9769
Betty Webb	5-(593)325-2359
Lois Richards	7-(155)978-5566
Bonnie Alexander	0-(080)764-4546
Julie Foster	7-(461)264-5030
Catherine Long	9-(700)135-1912
Rachel Simpson	6-(308)614-4089
Carol Morris	5-(609)333-0775
Kathleen Gray	4-(573)057-4719
Martha Gomez	9-(644)876-8168
Frances Burton	5-(834)872-2229
Frances Clark	3-(615)509-3570
Catherine West	4-(360)382-7200
Theresa Stevens	4-(743)859-2410
Julie Williamson	9-(882)647-0074
Teresa Morris	4-(117)017-4855
Sharon Burns	2-(055)484-2479
Kathryn Ryan	8-(179)446-8207
Barbara Hansen	4-(499)575-6660
Janet Ross	1-(670)423-9739
Janice Sims	1-(529)528-2542
Laura Wallace	5-(342)670-9744
Ruby Lopez	6-(133)615-0550
Lisa Berry	1-(676)564-3390
Sara Carter	0-(124)099-2064
Deborah Perry	2-(672)739-2475
Margaret Perkins	9-(425)712-6367
Beverly Payne	4-(234)497-5593
Sarah Warren	8-(587)249-5926
Bonnie Gardner	6-(214)369-8816
Marilyn Hall	2-(403)004-5307
Elizabeth Carr	6-(625)854-4989
Kathleen Mills	3-(753)342-8071
Mary Edwards	8-(106)726-5413
Alice Bishop	5-(927)283-7480
Irene Chapman	0-(341)296-2724
Andrea Fowler	9-(157)825-4116
Anne Watson	1-(275)842-4231
Theresa Rivera	4-(151)800-7193
Sharon Rogers	9-(728)148-9262
Jennifer Robertson	7-(833)273-8373
Shirley Lane	2-(887)520-5455
Carolyn Hunter	9-(247)267-5932
Paula Russell	8-(313)559-5546
Janet Washington	0-(179)802-7428
Nancy Ford	6-(344)632-7488
Robin Armstrong	4-(239)408-3938
Judith Watkins	7-(017)885-8881
Doris Harris	2-(420)672-9025
Martha Wallace	2-(096)065-1925
Kathleen Allen	7-(225)660-8102
Elizabeth Williamson	8-(736)450-1307
Robin Hayes	4-(162)879-3126
Karen Hart	0-(697)009-4709
Wanda Rodriguez	9-(555)818-1565
Melissa Weaver	4-(784)569-9777
Joan Martinez	0-(878)200-4565
Heather Knight	4-(836)717-1695
Louise Romero	2-(808)084-0086
Barbara Ruiz	3-(319)037-5299
Doris Scott	1-(375)114-2691
Marie Simpson	2-(759)405-1590
Joyce Morales	3-(811)543-8564
Janice Stanley	8-(688)484-9714
Doris Reyes	0-(103)392-0989
Debra Mitchell	6-(625)778-5863
Anna Richards	4-(314)934-5500
Amanda Ferguson	3-(884)632-2125
Diana Garza	6-(606)083-8415
Ann Taylor	7-(686)757-7743
Amy Lynch	7-(549)479-8877
Diane Gibson	5-(774)596-9245
Diana Chapman	7-(345)921-4412
Carol Banks	8-(830)592-4114
Rose Daniels	3-(023)982-4898
Tina Ramos	5-(063)264-0322
Alice Hughes	7-(595)298-2052
Maria Ray	0-(054)012-9916
Evelyn Gardner	7-(507)112-2707
Teresa Lopez	3-(724)485-3138
Susan Little	2-(478)082-5440
Irene Arnold	0-(848)105-9655
Cynthia Taylor	9-(886)813-0381
Carol Patterson	3-(102)981-1571
Michelle Johnson	4-(390)321-0756
Amanda Sanders	4-(872)108-6798
Robin Russell	3-(597)304-7325
Diane Patterson	7-(494)448-7487
Margaret Freeman	6-(993)192-5858
Marilyn Murphy	0-(120)769-8561
Kelly Patterson	1-(197)922-7835
Mildred Fuller	0-(535)310-7152
Ashley Perez	1-(349)562-7601
Janet Washington	4-(503)809-1790
Rachel Evans	6-(256)907-8375
Judith Green	3-(384)316-5069
Julie Hawkins	5-(967)561-7396
Jean Wright	3-(396)531-5833
Carol Rogers	1-(673)202-2168
Emily Adams	3-(532)302-3954
Kathleen Barnes	3-(141)300-0788
Julia Reed	7-(175)278-0632
Beverly Dunn	2-(355)026-1360
Donna Smith	0-(125)431-1194
Julia Roberts	0-(730)481-2238
Paula Sanders	9-(886)726-6149
Susan Wright	2-(074)573-8484
Deborah Harper	3-(620)023-6997
Michelle Andrews	1-(880)400-9740
Amanda Welch	3-(347)190-3418
Judith Webb	1-(395)371-7050
Jennifer Harper	3-(804)922-4034
Susan Bowman	5-(482)977-0713
Susan Richardson	7-(553)866-3123
Rebecca Hernandez	0-(853)699-7708
Nancy Baker	0-(298)012-5019
Karen Porter	8-(353)469-0983
Annie Garrett	8-(554)034-8269
Diana Barnes	1-(840)812-6587
Kathy Chavez	1-(064)942-7743
Lisa Owens	9-(162)264-9824
Denise Green	5-(167)045-1725
Gloria Stone	9-(108)148-6231
Marie King	8-(471)620-6191
Diana Davis	2-(098)391-7413
Joan Hernandez	1-(569)083-5348
Kathy Lynch	3-(952)650-7803
Nicole Peters	4-(060)910-2877
Tina Moreno	1-(733)139-4380
Nicole Ramos	2-(986)591-8027
Rebecca Chavez	0-(044)223-7755
Robin Reid	5-(393)478-3725
Carolyn Lee	1-(392)128-3941
Ruby Carpenter	7-(479)813-1688
Betty Ferguson	4-(492)341-7466
Betty George	4-(298)856-9563
Ashley Rodriguez	2-(211)174-0416
Ashley Ward	1-(405)715-6522
Louise Lee	2-(056)287-0809
Jacqueline Henderson	6-(569)955-5811
Joan Fox	5-(270)886-9336
Mildred Chapman	6-(328)870-6482
Julie Wells	5-(270)991-3820
Julia Garrett	7-(615)582-1400
Emily Peterson	3-(920)214-1244
Deborah Palmer	1-(234)143-3082
Amy Gibson	5-(729)936-1262
Pamela Reynolds	4-(141)686-6091
Denise Griffin	9-(126)838-2588
Debra Nichols	9-(502)420-6819
Annie Kelley	5-(304)061-7508
Theresa Gonzalez	8-(841)770-3971
Amanda Alvarez	5-(008)203-1794
Kelly Ramirez	7-(167)883-7140
Katherine Weaver	0-(571)495-4235
Christina Shaw	8-(599)133-2593
Michelle Sullivan	9-(109)755-6963
Alice Harris	2-(794)620-5396
Tina Garcia	8-(270)528-1687
Kathryn Harrison	7-(201)336-4364
Christina Washington	9-(965)720-4405
Lori Fisher	8-(016)742-7321
Norma Johnson	8-(249)930-5843
Laura Powell	9-(967)559-7639
Amanda Fuller	9-(210)054-9843
Denise Wells	2-(462)021-5535
Emily Fields	8-(825)068-3446
Lillian Hill	3-(773)882-0049
Wanda Nguyen	5-(536)119-7538
Marilyn Lewis	1-(011)916-9464
Anna Martin	5-(871)398-1638
Rachel Schmidt	1-(436)609-7797
Joyce Fox	9-(239)664-9204
Lori Alexander	9-(416)039-6794
Jennifer Ferguson	6-(342)916-1768
Wanda Nelson	0-(513)894-6983
Andrea Willis	6-(004)024-1064
Mary Alvarez	1-(859)420-9911
Brenda Carter	2-(469)886-0210
Irene Murray	5-(488)471-4744
Jacqueline Fox	9-(650)286-4967
Pamela Allen	2-(568)873-3202
Margaret Austin	2-(330)125-6198
Stephanie Powell	3-(043)145-8123
Marie Ford	9-(000)316-1361
Wanda Kennedy	2-(966)645-4884
Barbara Butler	0-(973)386-8316
Bonnie Henry	5-(220)119-0136
Sharon Myers	9-(696)696-0790
Judith Hansen	4-(128)320-9230
Carolyn Sims	7-(260)515-4246
Helen Kelley	3-(786)096-2213
Carolyn Gomez	6-(825)655-4855
Dorothy Patterson	1-(254)213-3638
Tina Ferguson	9-(576)417-3875
Janet Kennedy	2-(308)522-0015
Mary Fisher	7-(816)127-7485
Marilyn Gilbert	4-(348)820-1725
Helen Phillips	5-(495)662-0079
Anna Chapman	5-(297)361-4069
Linda Foster	2-(355)245-0492
Maria Green	9-(261)632-2297
Diana Murphy	6-(835)117-6644
Gloria Arnold	8-(543)948-3614
Julia Lane	0-(002)667-6623
Sandra Watson	3-(753)791-4347
Amanda Cole	5-(473)975-8490
Shirley Hudson	2-(157)392-1419
Karen Chapman	6-(114)165-2131
Jane George	2-(131)555-6379
Betty Welch	4-(750)776-7239
Karen Carr	4-(294)129-7550
Lois Hanson	2-(357)762-1742
Phyllis Gonzalez	8-(467)332-7581
Jean Fisher	0-(548)166-1217
Kelly Ramos	3-(360)835-4018
Michelle Ferguson	5-(425)237-8466
Bonnie Coleman	1-(039)908-2209
Brenda Alvarez	8-(382)215-1543
Mary Thompson	0-(210)028-8938
Donna Bailey	9-(267)975-8098
Emily Duncan	5-(458)944-5464
Lois Gardner	1-(909)267-7736
Joan Alexander	0-(365)491-8362
Kathryn Foster	6-(288)740-8885
Marie Hudson	4-(658)430-7784
Christine Bennett	9-(094)282-8372
Ruth Washington	0-(793)842-5288
Ruth Reynolds	6-(579)878-5815
Sandra Diaz	2-(391)140-7927
Lori Romero	8-(747)388-3616
Elizabeth Willis	6-(576)297-2657
Carol Butler	9-(568)675-7065
Jessica Robinson	5-(538)543-1050
Martha Hansen	9-(580)550-3246
Lori Rice	1-(970)577-8541
Rachel Harris	1-(873)828-7702
Melissa Wagner	0-(528)922-1275
Janet Harris	2-(970)829-4133
Mary Lewis	0-(827)572-6558
Lori Johnston	7-(689)718-5140
Amy Rodriguez	7-(736)085-7265
Anne Vasquez	8-(460)961-2315
Kathy Garza	4-(690)272-8081
Carol Burke	3-(804)996-0604
Lisa Porter	5-(010)753-7011
Kathy King	7-(588)007-0638
Jacqueline Parker	0-(091)130-4165
Judith Anderson	2-(362)135-4288
Pamela Mason	4-(629)069-3673
Kelly Burton	2-(322)891-1251
Kathleen Pierce	7-(072)614-3694
Lisa Moore	4-(740)240-1570
Jacqueline Simpson	3-(378)692-0558
Rebecca Owens	6-(896)368-4304
Kimberly Gilbert	4-(039)497-7688
Maria Fisher	0-(710)476-3636
Ashley Marshall	0-(912)093-8822
Doris Rice	6-(080)619-6772
Martha Jordan	5-(874)340-8109
Alice Gonzalez	4-(658)296-5311
Emily Black	7-(402)667-8036
Alice Hawkins	9-(317)913-5670
Beverly Morris	5-(855)395-8286
Diane Sullivan	3-(705)724-5621
Theresa Adams	6-(294)973-7101
Rachel Gilbert	6-(151)252-3477
Joan Bishop	4-(049)040-7459
Susan Campbell	8-(828)273-1017
Anna Martinez	2-(179)026-2643
Mildred Hanson	6-(118)286-9979
Gloria Larson	0-(174)576-9772
Virginia George	8-(707)378-8087
Marilyn Holmes	3-(135)528-6307
Martha Gonzales	2-(353)415-8672
Maria Fuller	0-(703)733-6145
Barbara Perry	0-(400)307-1814
Mildred Price	3-(954)876-7835
Diana Williamson	1-(389)349-8672
Kathryn Mason	9-(682)998-9053
Tina Wagner	6-(179)708-3441
Bonnie Butler	8-(600)911-8894
Rose Roberts	0-(577)396-9177
Ann Schmidt	8-(218)030-9320
Ruby Turner	7-(372)246-3896
Heather Knight	0-(066)006-6427
Donna Sanders	4-(744)236-3399
Sara Hernandez	6-(388)068-1940
Rebecca Richards	4-(807)391-3568
Katherine Graham	8-(694)514-7644
Kathleen Banks	4-(981)241-7290
Kathleen Burke	2-(829)187-5409
Jessica Reid	3-(721)050-2632
Barbara Collins	6-(575)399-5909
Julie Palmer	2-(242)225-1286
Rose Garza	1-(159)412-8502
Diana Porter	6-(716)712-5970
Shirley Simmons	6-(956)816-4178
Elizabeth Garza	6-(548)783-0170
Kathy Hill	0-(506)652-0416
Alice Ford	7-(759)582-4975
Karen Oliver	3-(025)546-7784
Shirley Nguyen	2-(642)135-9030
Lisa Spencer	3-(183)685-0925
Sarah Gutierrez	2-(239)804-0802
Rose Kim	5-(636)066-6378
Irene Nichols	3-(123)551-3501
Kathleen Bell	1-(285)551-9101
Janet Lane	2-(142)091-9840
Sara Coleman	4-(055)796-1368
Angela Gray	3-(329)683-5253
Emily Ruiz	4-(592)569-0333
Diane Mccoy	0-(208)436-9843
Melissa Gonzalez	0-(262)155-1441
Julie Stewart	1-(592)247-0031
Amanda Webb	1-(316)659-5887
Rebecca Rice	3-(180)934-5200
Mildred Kennedy	0-(308)752-3334
Ruby Hanson	5-(563)292-3469
Christina Hicks	1-(315)520-1617
Theresa Rice	7-(426)925-0741
Lillian Reyes	7-(568)188-8138
Lillian Sims	1-(427)243-2565
Betty Peterson	5-(477)579-8663
Lisa Stanley	0-(374)140-5033
Maria Bell	2-(152)642-3752
Ruby Simpson	2-(353)744-0848
Bonnie Hudson	1-(732)588-6875
Judy Gomez	8-(751)621-9012
Norma Reyes	5-(683)216-7920
Paula Allen	5-(631)352-0112
Alice Henry	8-(467)234-4943
Susan Green	5-(480)810-7666
Betty Thomas	9-(956)147-4465
Melissa Stewart	9-(309)394-0480
Kathy Morales	6-(976)845-2282
Rose Burton	2-(430)587-1158
Anna Mitchell	0-(343)019-5440
Frances Austin	7-(936)757-0290
Diane Carpenter	6-(299)942-9424
Carolyn Frazier	2-(257)509-5047
Donna Martinez	5-(080)736-7806
Mildred Collins	5-(984)977-0109
Lois Sanders	6-(016)632-9064
Rachel Pierce	0-(680)060-8126
Debra Robertson	6-(616)479-9126
Frances Walker	8-(419)428-6896
Mildred Perez	1-(260)413-4600
Tina Johnson	8-(740)204-1195
Carolyn Schmidt	7-(696)025-8432
Helen Bradley	5-(888)098-8130
Marilyn Hunt	8-(622)965-1416
