Doris Washington	7-(502)158-6725
Sharon Matthews	5-(969)763-9668
Anna Fuller	5-(168)526-8842
Nicole Spencer	7-(361)270-1124
Kathryn Fernandez	4-(720)957-5969
Lori Anderson	3-(120)823-7043
Norma Gilbert	1-(153)335-4941
Rose Edwards	6-(942)705-9648
Jacqueline Cook	8-(971)347-8402
Pamela Howell	1-(971)710-7309
Heather Garrett	4-(727)052-8654
Sarah Franklin	8-(789)384-2189
Irene Reed	2-(076)035-4462
Donna Fowler	5-(401)010-3936
Evelyn Williamson	9-(135)168-0173
Mary Bowman	6-(611)160-0310
Ruby Andrews	6-(261)485-7669
Karen Ellis	1-(370)569-2022
Tina Hudson	6-(802)570-1958
Denise Bradley	7-(944)268-5488
Marilyn Andrews	1-(320)326-3881
Lillian Gutierrez	5-(443)976-4392
Laura Martinez	0-(733)806-1411
Melissa Ward	1-(517)952-1171
Debra Washington	2-(394)897-8960
Barbara Nichols	9-(912)342-1957
Ruth Austin	2-(793)116-3264
Kimberly Burton	2-(575)961-0668
Kimberly Gomez	3-(200)773-6318
Janice Harvey	0-(854)091-1310
Jessica Scott	2-(671)829-9090
Robin Willis	9-(888)171-2828
Deborah Hunt	3-(826)348-5294
Evelyn Holmes	6-(639)837-5135
Judy Snyder	3-(332)763-8611
Lois Stewart	9-(936)419-3162
Lillian Sims	1-(026)853-0692
Michelle Matthews	2-(810)914-7990
Judy Nguyen	1-(579)578-3500
Rose Cox	5-(185)235-2144
Sandra Rodriguez	2-(567)182-3305
Ashley Martinez	9-(823)945-9860
Christine Moreno	7-(648)811-3267
Wanda Jackson	3-(782)790-0267
Michelle Wood	7-(830)582-9595
Emily Sanders	7-(397)106-1668
Jessica West	3-(317)718-9789
Rebecca Morris	6-(169)204-7851
Sharon Thomas	2-(354)617-1760
Emily Murphy	8-(755)409-2887
Ruby Jones	5-(516)253-3353
Jacqueline Turner	7-(859)318-4855
Irene Gilbert	3-(066)386-6789
Mildred Lawrence	4-(546)979-0763
Dorothy Perez	9-(881)135-2615
Andrea Riley	9-(336)365-7233
Joyce Ellis	8-(504)102-5393
Phyllis Hayes	6-(384)802-7262
Lillian Jones	3-(560)904-2590
Melissa Rice	9-(309)702-6904
Patricia Martin	7-(240)571-1112
Deborah Sanchez	9-(125)168-0077
Bonnie Bradley	6-(401)738-5129
Judith Wallace	4-(897)656-8392
Anne Howell	9-(536)843-6411
Marie Sanchez	4-(218)001-4415
Helen Ramirez	0-(912)059-4527
Evelyn Mitchell	2-(440)670-4331
Joan Ryan	0-(908)274-1145
Paula Andrews	0-(516)038-1631
Shirley Stanley	9-(744)118-4351
Judith Thompson	6-(767)473-8299
Pamela Ferguson	3-(418)224-0529
Kathy Thompson	5-(372)326-6751
Paula Mcdonald	6-(536)739-6510
Sara Ward	0-(167)927-1797
Louise Hansen	8-(176)846-4937
Judy Parker	5-(353)594-0701
Melissa Simmons	6-(469)029-5209
Jennifer Boyd	7-(820)658-6561
Jessica Armstrong	6-(988)357-6932
Stephanie Bradley	4-(743)698-1202
Lori Lawrence	3-(135)676-2019
Rebecca Sims	2-(468)925-7871
Anna Meyer	4-(459)442-4676
Ann Fields	0-(704)205-4913
Kimberly Little	0-(021)902-1954
Kathleen Sims	6-(606)426-0255
Catherine Lawrence	7-(058)598-2964
Kathy Webb	5-(541)843-8232
Nicole Moore	8-(536)092-6992
Diane Reid	6-(332)716-5802
Evelyn Roberts	7-(001)857-3577
Joan Payne	2-(813)573-2273
Alice Garrett	3-(345)262-5594
Jean Garcia	3-(721)987-4386
Jacqueline Hayes	0-(897)539-3227
Bonnie Marshall	2-(642)808-3114
Marilyn Rivera	2-(323)430-2390
Irene Vasquez	6-(659)669-3882
Judith Meyer	9-(754)367-2506
Laura Jacobs	4-(371)863-0423
Carol Mills	8-(157)882-8625
Pamela Berry	8-(064)846-1861
Heather Armstrong	1-(380)665-5441
Joyce Grant	6-(163)435-2319
Marie Murray	7-(202)647-6839
Lois Chavez	5-(055)608-8295
Jennifer Ramirez	0-(315)166-5162
Paula Carter	8-(831)152-1769
Diana Harrison	4-(638)559-9062
Evelyn Bowman	0-(055)362-5089
Alice Burton	0-(045)467-5972
Diana Hawkins	9-(191)592-3424
Wanda Warren	6-(450)882-1547
Janice Shaw	4-(283)552-2286
Anna Gardner	1-(938)461-4013
Virginia Wallace	5-(727)801-8143
Helen Ruiz	4-(054)026-8301
Stephanie Lopez	6-(819)567-2790
Cynthia Lane	2-(908)686-1527
Lisa Price	7-(865)003-9066
Paula Olson	1-(121)887-3122
Irene Adams	1-(014)043-1648
Cynthia Garcia	2-(094)634-3240
Judith Bennett	7-(755)430-1955
Angela Thomas	0-(169)358-3517
Jane Ward	1-(109)117-6437
Carolyn Torres	5-(241)060-9649
Carol Willis	7-(206)939-6765
Tammy Rivera	8-(586)623-4628
Betty White	0-(073)761-6165
Nancy Stone	3-(265)336-5822
Frances Stone	6-(964)577-8183
Mildred Ramirez	4-(028)698-8039
Susan Flores	9-(133)277-5406
Alice Oliver	2-(912)631-7274
Anna Jones	4-(088)606-1004
Anne Murray	0-(833)812-1357
Emily Mendoza	8-(088)819-2261
Lori Wallace	8-(629)871-0723
Lisa Hawkins	0-(372)747-0040
Rachel Little	7-(125)276-3251
Kelly Murphy	1-(685)752-8115
Betty Smith	8-(197)697-0125
Joyce Stewart	1-(313)027-7092
Rebecca Woods	1-(443)640-7536
Rachel Porter	1-(209)060-3318
Betty Fowler	2-(080)502-8625
Katherine Taylor	7-(554)400-3478
Evelyn Stewart	5-(873)674-2306
Kimberly Cunningham	9-(077)421-4925
Cynthia Matthews	5-(643)949-1717
Irene Wells	1-(943)804-5493
Julie James	7-(434)018-8799
Virginia Bowman	4-(436)253-9617
Ashley Garrett	2-(008)503-9497
Lori Ellis	1-(406)942-8019
Phyllis Grant	2-(755)370-1971
Doris Garcia	4-(779)319-1160
Lois Larson	0-(115)987-0051
Elizabeth Diaz	7-(978)289-3239
Jacqueline Dunn	9-(607)936-7388
Nicole Schmidt	8-(987)756-1092
Denise Parker	0-(086)678-5859
Amanda Wallace	7-(626)802-6595
Catherine Torres	1-(864)549-3197
Ruby Wright	9-(418)797-8899
Kimberly Jones	4-(048)642-9449
Laura Wheeler	0-(753)979-4060
Judith Austin	1-(924)482-5175
Marie Alvarez	9-(423)223-1610
Kimberly Schmidt	5-(392)614-2164
Paula Hicks	2-(476)696-5644
Louise Perkins	0-(247)739-6851
Emily Edwards	3-(859)694-2156
Wanda Gray	3-(320)043-3419
Janice Gardner	0-(072)773-3164
Teresa Wheeler	3-(667)488-2310
Evelyn Hanson	4-(555)149-4734
Wanda Grant	4-(352)986-4344
Heather Rice	7-(579)059-8859
Anna Shaw	4-(186)137-3592
Paula Reid	8-(647)358-4266
Martha Thompson	7-(364)738-2404
Emily Howard	9-(589)963-2434
Elizabeth Pierce	9-(532)759-5676
Kathy Ramos	6-(480)224-4623
Ashley Tucker	5-(490)734-9702
Barbara Robertson	8-(251)317-6236
Tammy Pierce	8-(335)097-3474
Donna Watkins	9-(274)481-9785
Kelly Morgan	3-(529)411-3140
Anne Peters	9-(184)705-2083
Judy Ruiz	6-(884)707-2019
Lillian Meyer	1-(339)202-2054
Christina Duncan	5-(143)318-1252
Shirley Allen	3-(756)161-6552
Joyce Bowman	0-(170)189-2097
Jane Castillo	8-(758)573-0051
Marilyn Chavez	6-(721)543-6428
Frances Simmons	7-(830)143-1430
Elizabeth Chapman	4-(031)213-0826
Michelle Stanley	8-(767)820-0367
Cheryl Baker	7-(670)890-7628
Virginia Murray	4-(355)631-4087
Ashley Arnold	1-(252)881-5056
Kathleen Garcia	1-(982)723-7778
Diana Richardson	2-(953)408-7974
Anna Johnson	0-(011)873-9755
Irene Freeman	3-(486)601-7439
Anna Hill	3-(448)923-8188
Joan Murray	8-(780)460-9054
Diane Berry	5-(493)169-6029
Paula Reyes	7-(252)282-0011
Laura Barnes	6-(140)317-3902
Betty Reynolds	9-(359)986-1586
Paula Banks	7-(355)111-2918
Judith Olson	0-(988)104-3456
Phyllis Hicks	7-(170)348-3448
Nancy Frazier	8-(435)868-0587
Judith Ward	6-(325)738-5261
Andrea Bradley	1-(126)712-2771
Ruby Hanson	8-(483)754-3894
Wanda Fox	7-(413)159-9131
Joan Hayes	0-(364)967-3656
Doris Warren	6-(419)660-0546
Helen Palmer	1-(223)320-4612
Dorothy Fuller	0-(479)492-8955
Teresa Reyes	0-(623)873-8819
Tammy Harris	7-(210)193-8983
Bonnie Rogers	8-(496)916-2280
Jennifer Myers	9-(864)803-8674
Angela Hanson	0-(283)027-3319
Ruby Alvarez	1-(896)054-8049
Teresa Hudson	0-(874)698-2878
Donna Nichols	9-(226)815-9653
Cheryl Harris	1-(965)018-2345
Bonnie Rose	1-(064)132-8546
Betty Berry	6-(922)809-6807
Bonnie Hawkins	6-(322)344-1026
Catherine Thompson	8-(184)076-4741
Gloria Martinez	0-(539)882-6114
Lori Mills	6-(852)706-6941
Christina Jones	3-(176)953-4032
Karen Moreno	9-(810)428-8376
Betty Rivera	8-(070)420-0483
Donna Perkins	3-(850)787-2005
Lillian Garza	0-(847)897-6466
Tina Torres	2-(848)299-7022
Lori Long	1-(653)379-7543
Anna Frazier	2-(612)044-1411
Lillian Chapman	1-(777)840-7303
Annie Watson	2-(115)970-0407
Kathleen Romero	0-(720)751-7917
Marilyn Jones	6-(719)571-4751
Angela Shaw	8-(676)492-9013
Alice King	4-(846)294-2938
Stephanie Jones	3-(209)096-6223
Virginia Murphy	3-(857)145-4466
Sharon Welch	9-(597)599-6982
Sharon Mills	4-(666)033-8690
Kathryn Vasquez	0-(973)239-0702
Andrea Hughes	5-(856)028-1588
Mildred Watson	9-(172)778-4900
Amy Watkins	4-(457)771-8448
Alice Coleman	8-(273)717-5112
Karen Hughes	1-(976)254-8572
Lisa Sanders	5-(271)577-3959
Ashley Hawkins	6-(283)337-6742
Rebecca Burns	0-(863)894-3355
Judy Russell	0-(138)732-7514
Carolyn Turner	7-(251)470-8269
Margaret Coleman	4-(382)484-2086
Alice Kennedy	5-(350)993-6713
Heather Meyer	3-(691)991-2634
Wanda Ferguson	6-(844)518-3734
Ruth Edwards	8-(542)938-5072
Jennifer Price	4-(389)146-7145
Sharon Price	7-(782)972-5015
Diane Washington	9-(729)306-6355
Christine Pierce	0-(101)846-7690
Ruth Miller	3-(347)093-7539
Jennifer Ramos	8-(408)309-1003
Carolyn Lawson	3-(369)924-2473
Melissa Perry	8-(426)651-7232
Kimberly Greene	0-(758)551-2503
Norma Bryant	1-(181)344-2142
Nancy Foster	1-(624)871-3476
Christina Gutierrez	8-(101)909-6050
Amy Owens	2-(766)518-3472
Linda Cunningham	4-(488)619-6784
Judith Howell	9-(523)535-8893
Patricia Daniels	7-(957)549-4828
Janice Butler	1-(000)961-1504
Sandra Evans	3-(655)158-1660
Sandra Carpenter	1-(328)072-7763
Christina Simmons	1-(473)308-4658
Ruby Hill	4-(162)768-9766
Tammy Murphy	6-(501)537-2837
Carolyn Day	2-(781)198-3190
Donna Vasquez	7-(435)993-8260
Donna Ortiz	7-(864)277-6287
Angela Bell	5-(315)295-7609
Jennifer Little	3-(684)734-6033
Maria Morris	2-(516)975-7741
Irene Harrison	6-(749)243-3881
Jacqueline Schmidt	0-(815)057-6109
Sharon Taylor	5-(545)932-8273
Kathleen Woods	1-(163)436-0148
Jane Perkins	5-(488)206-2232
Julia Butler	3-(071)637-6443
Carol Jenkins	1-(584)414-3126
Martha King	9-(615)339-5264
Paula Henry	5-(281)837-3084
Maria Bailey	4-(535)735-7642
Rose Butler	1-(135)256-1350
Paula Hart	3-(699)647-4883
Jean Cox	9-(369)598-0503
Sara Simmons	0-(402)077-4288
Irene Stevens	1-(002)614-7758
Teresa Peters	5-(563)449-6121
Cheryl Young	5-(103)318-9564
Kimberly Freeman	0-(532)996-0699
Janet Berry	3-(706)709-2858
Andrea Arnold	5-(144)689-7172
Kathryn Lawrence	8-(647)690-5001
Helen Gordon	2-(572)803-5920
Patricia Walker	4-(762)114-7759
Sara Powell	9-(681)824-2737
Diane Jordan	4-(188)597-4862
Jane Sims	6-(218)884-0489
Nancy Hall	7-(311)762-2315
Stephanie Spencer	2-(321)026-9615
Lisa Jacobs	0-(801)740-2505
Martha Nelson	1-(460)937-0168
Sara Campbell	2-(255)575-3642
Wanda Wagner	6-(332)121-8681
Ashley Kelley	0-(130)194-4197
Ruby Peterson	3-(270)188-5468
Phyllis Hansen	9-(872)536-0692
Donna Moore	9-(781)676-3484
Sara Walker	5-(684)645-9219
Lori Fisher	5-(783)037-4587
Ruth Wallace	6-(575)602-6194
Gloria Sanders	4-(492)540-7440
Rebecca Mendoza	5-(380)500-0823
Kathy Miller	8-(100)847-3552
Maria Diaz	3-(202)678-1652
Susan Gonzales	3-(998)204-3976
Kelly Austin	7-(175)760-3621
Angela Weaver	9-(097)383-8872
Cheryl Garrett	0-(364)226-8363
Christine Franklin	8-(522)879-9640
Theresa Hall	9-(383)182-4282
Cynthia Hart	5-(171)666-0766
Nicole Alvarez	9-(499)916-5649
Mary Lawson	6-(844)772-6335
Rachel Mitchell	7-(812)099-1005
Andrea Hamilton	3-(593)758-7585
Julia Ward	6-(666)307-6605
Marilyn Peterson	1-(010)566-9253
Virginia Lane	3-(682)364-5923
Robin Garcia	7-(260)172-2214
Emily Ramos	7-(016)323-2877
Margaret Wright	0-(731)274-7383
Paula Mason	9-(034)944-9590
Elizabeth Bell	6-(577)250-7488
Lori Meyer	3-(950)643-1353
Denise Ray	3-(568)240-9025
Angela Peters	5-(786)058-0082
Amanda Myers	5-(188)992-4626
Debra Hansen	3-(398)218-7711
Rachel Smith	4-(146)518-8162
Linda Harper	0-(176)700-3644
Mildred Palmer	5-(689)359-4269
Wanda Wallace	1-(829)304-6875
Barbara Gonzalez	1-(764)819-4793
Virginia Robertson	4-(504)185-6806
Irene James	7-(961)733-3748
Dorothy Nguyen	9-(912)776-2002
Theresa Wallace	2-(067)868-1109
Diane Rose	3-(609)198-1956
Amy Hanson	0-(429)178-5943
Helen Nichols	6-(174)539-6903
Helen Reynolds	2-(220)427-2890
Marilyn Walker	0-(848)945-1668
Stephanie Alvarez	2-(651)328-6946
Rachel Alexander	8-(515)613-9605
Tina Matthews	8-(946)707-2760
Ann Griffin	9-(603)457-9330
Jennifer Mcdonald	4-(941)622-2569
Laura Crawford	7-(492)173-3829
Patricia Bishop	0-(509)515-2449
Sarah Medina	1-(870)403-1926
Phyllis Day	7-(663)322-3053
Paula Peterson	9-(378)956-7697
Sarah Gray	9-(490)106-9918
Evelyn Simmons	5-(201)112-9301
Donna Fernandez	3-(631)499-9027
Ashley Adams	7-(650)459-8447
Helen Morgan	7-(512)684-8704
Ruth Williams	6-(647)404-8167
Christina Woods	0-(931)319-9306
Jane Gomez	1-(126)509-4366
Mary Harvey	1-(545)675-7323
Michelle Romero	8-(480)064-4769
Helen Martin	0-(105)583-5644
Beverly Fernandez	9-(743)437-2651
Betty Parker	4-(383)321-4021
Patricia Johnston	5-(438)423-0467
Melissa Welch	9-(691)635-8320
Marilyn Henry	1-(107)416-4627
Wanda Phillips	3-(400)236-8316
Martha Johnson	6-(595)801-9358
Joyce Andrews	1-(458)287-1466
Deborah Anderson	8-(665)299-4330
Marie Peters	2-(038)182-4592
Evelyn Cook	9-(633)615-6086
Alice Simmons	6-(583)327-6682
Joyce Chapman	1-(811)220-9902
Louise Powell	8-(120)716-7064
Elizabeth Larson	5-(366)737-6717
Wanda Murphy	2-(742)242-9610
Lillian Palmer	2-(214)580-5057
Mildred Porter	4-(018)914-4555
Barbara Garcia	1-(394)109-7602
Linda Reed	7-(556)361-9830
Emily Cooper	5-(170)270-2012
Diane Morrison	5-(212)356-0873
Sharon Morris	0-(246)415-2980
Sarah Owens	9-(096)903-5970
Janet Burke	7-(503)046-3186
Denise Scott	1-(849)333-2690
Sarah Sullivan	1-(761)722-7228
Melissa Wilson	4-(766)389-8394
Susan Williams	9-(173)838-5687
Janet Cooper	0-(884)593-4318
Robin Gilbert	5-(158)406-7942
Lori Nichols	2-(021)367-6654
Paula Ferguson	0-(928)560-4193
Diana Elliott	6-(237)309-1093
Laura Campbell	1-(459)691-0317
Judith Morrison	9-(469)247-7118
Catherine Reed	1-(082)046-0906
Amy Bennett	2-(683)585-7818
Donna Scott	6-(479)400-7409
Michelle Carter	4-(802)402-1871
Ann Nichols	8-(011)853-8607
Doris Harper	2-(751)293-5641
Sharon Mccoy	8-(819)344-0878
Deborah Morales	7-(182)073-1094
Mary Fields	3-(714)441-4304
Teresa Hamilton	5-(625)937-3690
Joyce Henderson	9-(623)660-9575
Gloria Morrison	0-(423)161-4369
Judy Torres	6-(303)814-4155
Lois Knight	8-(409)093-4668
Angela Jacobs	6-(550)455-6561
Brenda Hamilton	4-(114)798-0978
Julia Mcdonald	3-(040)546-0971
Lisa Fox	5-(951)144-0897
Marie Sullivan	8-(278)737-9494
Janice Brown	5-(087)113-1731
Kathy Hernandez	2-(156)793-4008
Cheryl Stone	1-(427)532-4951
Kathy Jacobs	2-(410)688-1325
Pamela Holmes	6-(369)305-7821
Julie Anderson	3-(944)420-2815
Laura Burns	7-(108)278-2878
Heather Hart	6-(349)843-4959
Phyllis Chapman	2-(018)865-1192
Martha Carr	8-(206)596-5914
Shirley Ramos	7-(722)996-8905
Teresa Spencer	5-(082)905-0100
Michelle Jones	3-(145)139-3903
Ruth Henry	0-(165)960-6129
Heather Holmes	7-(155)128-6028
Judith Gilbert	2-(451)686-2620
Mildred Mason	0-(355)584-2873
Phyllis Morris	3-(260)352-1563
Kathryn Alexander	2-(780)486-2879
Anne Cooper	6-(354)815-6934
Virginia White	7-(151)282-6415
Jacqueline Matthews	8-(690)909-7704
Christina Bailey	3-(823)032-2675
Shirley Burton	1-(393)456-6190
Joan Howell	9-(729)976-9943
Christine Lee	7-(876)485-7637
Angela Peters	1-(011)569-6453
Jessica Hart	1-(774)305-1505
Alice Bell	5-(711)864-9787
Sara Price	3-(209)084-1992
Patricia Mitchell	1-(182)622-3150
Bonnie Perkins	8-(860)263-4941
Mildred Walker	3-(209)696-9425
Donna Garza	0-(579)494-5543
Linda Johnston	9-(773)870-6672
Jessica Daniels	4-(385)267-0232
Beverly Kelly	2-(666)221-0132
Beverly Black	5-(640)768-9904
Anne Gonzales	4-(806)778-2493
Norma Jenkins	4-(040)430-2038
Martha Torres	7-(579)290-2836
Janet Garrett	0-(100)028-4771
Phyllis Lawson	6-(603)791-1850
Ruth Henry	4-(554)637-1837
Anne Mendoza	3-(870)088-9982
Anna Stone	7-(919)174-0136
Kathleen George	1-(293)665-4579
Betty Sullivan	9-(345)350-8231
Joyce Tucker	5-(341)935-9333
Rachel Lopez	8-(111)380-5113
Linda Davis	0-(448)287-3782
Cheryl Garrett	3-(538)489-0429
Doris Porter	3-(564)165-2038
Tammy Harper	2-(944)593-0092
Ashley Diaz	5-(413)978-4919
Ann Sanchez	8-(528)786-0603
Andrea Schmidt	2-(550)788-4853
Anna Ryan	1-(595)732-4532
Stephanie Richards	7-(444)154-2462
Doris Fernandez	2-(519)829-3688
Laura Black	4-(454)399-7972
Diane Mason	6-(389)142-1168
Michelle Torres	6-(765)507-5736
Gloria Jacobs	3-(719)404-8374
Irene Elliott	3-(009)797-9179
Amy Burns	9-(938)025-0696
Jacqueline Garcia	4-(449)329-5340
Judy Hudson	3-(438)887-6693
Denise Lynch	8-(635)602-6225
Lillian Williams	6-(046)083-4283
Anna Morris	0-(189)424-4733
Cynthia Gordon	8-(797)241-9252
Jennifer Dean	7-(521)717-5858
Christine Ward	1-(044)573-3509
Sara Martin	1-(661)002-2839
Maria Armstrong	7-(507)325-6672
Jacqueline Moore	2-(454)118-4078
Kimberly Hanson	9-(946)175-5520
Heather Harper	5-(630)467-4920
Laura Anderson	9-(581)554-7072
Brenda Morrison	4-(379)792-7071
Nicole Romero	6-(185)346-1797
Paula Harvey	1-(151)207-2041
Kathy King	8-(183)425-4459
Bonnie Ryan	3-(046)591-1500
Melissa Roberts	7-(954)146-0356
Joyce Reyes	2-(582)671-9644
Andrea Hudson	6-(332)309-3574
Ruby Gibson	3-(733)257-4381
Kathryn Hudson	3-(140)650-2865
Amanda Kennedy	7-(827)779-8798
Virginia Stone	2-(804)792-3221
Mary Andrews	2-(439)455-2569
Karen Porter	0-(678)980-4333
Phyllis Kennedy	0-(044)309-0143
Beverly Kelley	6-(149)668-1256
Barbara Ramirez	5-(509)004-2808
Joyce Howard	0-(275)175-8104
Joyce Hughes	9-(367)993-9995
Angela Snyder	4-(631)456-0683
Marie Bailey	2-(088)148-2171
Julia Banks	1-(085)280-8212
Laura Campbell	2-(365)030-2424
Shirley Bryant	9-(382)988-1834
Martha Wheeler	1-(688)549-5170
Louise Ortiz	8-(664)322-7690
Jane Fox	0-(564)748-7166
Dorothy James	9-(646)914-2233
Phyllis Gray	0-(745)610-6686
Louise Willis	5-(956)558-0240
Linda Andrews	9-(030)051-6304
Marilyn Hunt	1-(324)183-0853
Kathleen Spencer	0-(949)659-8983
Janet Rodriguez	5-(940)590-9781
Carol Patterson	2-(026)428-5200
Joyce Riley	3-(144)935-7677
Cynthia Brooks	4-(752)912-4542
Amy Cole	0-(792)803-0617
Kimberly Reyes	3-(274)499-9582
Lillian Sanchez	4-(595)664-3253
Tammy Hernandez	4-(223)875-9019
Christina Hunt	2-(962)375-6210
Jane Wood	2-(343)186-3767
Theresa Wagner	2-(420)127-5952
Andrea Cruz	6-(475)146-6885
Annie White	6-(730)954-7527
Dorothy Campbell	9-(037)511-1225
Jane Gomez	0-(413)413-4583
Marilyn Hamilton	5-(626)683-3468
Norma Romero	9-(732)878-5260
Lori Lee	5-(404)767-4977
Doris Lee	1-(160)148-4778
Christine Ramirez	0-(068)156-4871
Irene Gray	5-(896)431-6520
Jean Carroll	6-(944)777-1359
Nancy Tucker	7-(715)809-2431
Deborah Romero	1-(697)261-1579
Catherine Lane	9-(912)301-7275
Karen Larson	7-(193)333-2847
Jacqueline Robertson	5-(250)482-7909
Sharon Fuller	8-(489)001-1638
Paula Hawkins	8-(504)418-0077
Frances Gutierrez	9-(374)518-5892
Ashley Howell	9-(595)511-1131
Patricia Bradley	6-(689)704-0628
Teresa Ross	4-(318)163-3292
Ann Nichols	9-(674)519-0594
Susan Alexander	7-(786)292-9734
Angela Ray	2-(508)611-9152
Brenda Robertson	7-(910)836-9460
Marie Bowman	9-(296)721-4059
Amy Murray	6-(597)493-5212
Mary Stewart	0-(765)763-0644
Kathy Pierce	3-(549)765-6038
Sandra Romero	0-(818)160-4798
Martha Garrett	0-(647)334-1357
Melissa Hamilton	1-(372)040-1679
Kimberly Fisher	8-(725)682-4517
Janet Carr	0-(587)553-0763
Paula Knight	4-(853)475-3562
Patricia Ford	7-(451)490-0276
Irene Mitchell	0-(406)598-9210
Frances Mcdonald	3-(879)353-0600
Patricia Hunt	8-(412)565-1061
Jennifer Wright	5-(154)823-1783
Jean Reynolds	9-(359)701-6796
Marilyn Miller	1-(119)193-6744
Martha Martinez	4-(746)636-9416
Amanda Henry	4-(137)140-4226
Carol Nelson	2-(689)306-8947
Jean Elliott	1-(245)820-7835
Judy Henry	5-(993)275-8744
Wanda Rodriguez	9-(045)552-1306
Sarah Reed	6-(357)367-0404
Carol Matthews	1-(831)986-2385
Catherine Spencer	9-(225)128-0902
Katherine Harper	0-(778)611-1422
Robin Andrews	1-(926)822-7627
Jane Grant	1-(256)320-2661
Virginia Green	1-(207)842-0787
Debra Hicks	9-(760)216-1914
Martha Rivera	7-(724)225-3893
Emily Harris	3-(855)131-6362
Irene Medina	4-(475)855-4073
Ruth Garrett	0-(105)574-4709
Kathryn Hayes	5-(669)387-6180
Rose Long	2-(820)329-3346
Brenda Pierce	1-(050)346-3288
Gloria Murray	3-(288)580-7051
Sara Williamson	6-(044)123-9735
Janice Simpson	8-(937)056-4649
Joan Reed	1-(234)293-2645
Jessica Collins	9-(432)946-7813
Sarah Russell	7-(135)578-1031
Emily Castillo	4-(798)464-5374
Kimberly Baker	3-(325)756-6856
Anna Gibson	7-(434)392-5112
Donna Young	7-(803)244-2138
Joyce King	1-(978)197-9616
Tammy Russell	8-(023)713-9679
Ruby Torres	5-(853)627-8547
Joan Hernandez	2-(772)952-4663
Betty Austin	1-(531)174-4651
Barbara Reyes	9-(602)996-2774
Ann Williamson	6-(529)016-3324
Sarah Harris	3-(155)537-2117
Christina Harvey	8-(903)992-7647
Laura Hunter	3-(422)582-1011
Dorothy Wagner	8-(108)664-8834
Norma Davis	0-(376)722-3394
Evelyn Hunter	2-(052)046-0166
Annie Henderson	0-(236)696-6929
Barbara Gutierrez	7-(299)466-3131
Alice Montgomery	1-(018)776-5237
Lois Wells	8-(256)406-4043
Karen Medina	8-(021)721-3502
Laura Nguyen	8-(859)701-7726
Nancy Mills	7-(264)242-4873
Marie Burke	0-(981)656-0241
Evelyn Matthews	8-(206)079-6618
Jacqueline Flores	9-(658)781-8613
Shirley Mcdonald	9-(122)657-9400
Kathy Gutierrez	3-(509)667-0277
Andrea Stanley	3-(441)003-0513
Jennifer Williams	0-(628)553-4405
Tammy Matthews	9-(596)151-0144
Phyllis Wagner	1-(642)458-6067
Teresa Sanders	8-(682)770-0441
Lillian Turner	0-(428)908-9437
Janet Bailey	3-(172)504-8874
Julie Johnson	7-(810)288-3356
Phyllis Snyder	7-(552)592-8860
Janice Perez	0-(027)795-9695
Debra Hernandez	5-(126)888-0131
Bonnie Lane	0-(142)092-4424
Janice Ward	2-(858)211-3176
Rose Evans	6-(666)950-1297
Emily Cox	2-(728)229-6920
Laura Davis	3-(145)319-3096
Amy Lewis	7-(792)587-8850
Virginia Warren	5-(707)195-1509
Gloria West	5-(330)822-6434
Alice Owens	9-(561)030-4438
Lillian Anderson	7-(864)369-4266
Paula Hughes	0-(432)975-7593
Emily Peterson	3-(211)461-7069
Sarah George	0-(268)808-8789
Cynthia Anderson	8-(486)044-8068
Janet Robertson	2-(281)169-5513
Carolyn Garrett	5-(263)008-8730
Rebecca Lynch	9-(726)236-1407
Melissa Evans	3-(766)969-5405
Emily Andrews	4-(234)419-0267
Evelyn Anderson	7-(968)864-4445
Karen Cooper	5-(576)407-2681
Linda Cox	3-(746)112-7017
Tammy Ellis	4-(851)997-3749
Shirley Myers	7-(737)592-5528
Anne Porter	6-(553)440-1549
Tammy Meyer	5-(776)702-3003
Tina Campbell	5-(747)533-8183
Denise Rivera	0-(506)958-3105
Phyllis Burton	9-(493)971-1089
Anne Phillips	4-(886)351-6575
Kathryn Reid	0-(982)734-4643
Katherine Robinson	5-(807)941-1265
Stephanie Morrison	2-(420)162-7018
Kathy Ferguson	5-(909)224-6883
Denise Owens	0-(753)040-2152
Diane Harper	8-(652)191-4740
Julie Carroll	0-(360)344-5781
Janet Arnold	6-(108)788-3132
Debra Robinson	3-(284)844-2307
Shirley Green	7-(940)611-7527
Debra Holmes	1-(217)527-9575
Norma Davis	5-(970)484-1308
Helen Wells	7-(227)331-4658
Ruby Palmer	4-(025)985-6794
Patricia Barnes	3-(826)700-9576
Betty Griffin	9-(970)576-7234
Linda Sanders	4-(697)995-9059
Jessica Meyer	9-(534)866-2374
