Jane Hayes	2-(643)886-5222
Carol Hunter	7-(112)536-9589
Tammy Collins	1-(283)668-2702
Elizabeth Foster	0-(223)558-6368
Wanda Ramirez	4-(906)743-5963
Carolyn Hawkins	1-(848)051-4773
Diane Webb	1-(675)562-8249
Amanda Hansen	1-(724)491-4097
Annie Franklin	8-(636)259-7484
Ann Lopez	7-(871)744-5732
Christina Walker	3-(147)024-1543
Gloria Lawson	2-(235)111-0497
Joyce Thompson	7-(368)069-4196
Evelyn Harvey	9-(687)816-4156
Carol Murphy	9-(817)982-2370
Sarah Black	9-(263)899-0222
Melissa Carr	9-(239)070-4328
Cheryl Gray	0-(687)540-5950
Diane Williamson	0-(713)852-6749
Anne Hall	5-(569)686-0118
Robin Watkins	6-(843)007-5702
Stephanie Bennett	2-(211)390-9807
Barbara Alexander	0-(848)046-7225
Tammy Ray	0-(102)736-2936
Ruby Bowman	5-(863)303-5985
Sharon Moreno	6-(711)538-9366
Lisa Cruz	0-(135)361-0802
Ann Peterson	2-(612)906-9811
Deborah Harris	7-(135)280-7890
Joyce Griffin	7-(647)356-3943
Ashley Bradley	4-(324)410-4278
Carol Shaw	6-(269)383-6435
Heather Lopez	9-(278)422-1880
Karen Taylor	5-(894)731-2582
Marilyn Baker	1-(714)350-6194
Mildred Burns	1-(570)485-0885
Angela Nguyen	2-(971)892-0618
Emily Garza	1-(476)363-5558
Virginia Berry	1-(545)138-1719
Shirley Cox	1-(063)202-0280
Janice Rivera	3-(730)946-5696
Louise Coleman	6-(594)232-7215
Rebecca Rivera	7-(620)795-4394
Barbara Willis	5-(184)557-0565
Cheryl Austin	2-(924)163-0729
Janice Rivera	2-(614)369-5551
Amy Payne	8-(112)101-7629
Brenda Henry	3-(640)498-5532
Tammy Riley	2-(407)583-7233
Patricia Bennett	3-(776)633-8512
Theresa Weaver	3-(091)785-7837
Jean Perez	0-(435)319-2727
Donna Frazier	4-(165)827-0356
Jennifer Richardson	8-(249)662-7183
Gloria Perez	4-(256)839-7978
Kathy Meyer	9-(725)393-6180
Mary Jacobs	3-(571)377-2219
Beverly Chavez	4-(308)251-9325
Carol Graham	5-(796)598-5472
Marilyn Little	0-(492)384-9496
Lillian Garrett	4-(671)682-3316
Julie Graham	8-(869)032-4460
Ashley Payne	8-(618)623-4779
Rachel Grant	6-(167)816-4588
Stephanie Hall	9-(279)340-2770
Kathryn Chapman	4-(389)514-6562
Wanda Lawrence	3-(572)088-8372
Norma Holmes	7-(626)734-4475
Lori King	7-(608)199-9910
Norma Griffin	1-(583)197-4861
Susan Hamilton	8-(526)285-5301
Joan Foster	0-(583)696-3302
Susan Carr	9-(794)189-8163
Jane Grant	9-(434)397-9511
Ruth Romero	3-(183)303-5106
Beverly Montgomery	9-(911)840-3115
Heather Montgomery	5-(532)672-0444
Ruth Meyer	5-(320)618-7889
Brenda Carter	4-(236)848-2553
Amy Parker	1-(972)076-2609
Carol Stewart	9-(318)311-6390
Amanda Gomez	8-(790)956-3220
Julie Howard	6-(526)220-4484
Anna Russell	1-(297)464-0653
Judy Moore	1-(756)724-8968
Ann Scott	2-(903)623-5373
Jean White	0-(705)327-6807
Ann Gordon	7-(661)233-7454
Irene Bryant	2-(753)660-8402
Lori Lane	8-(391)817-7223
Denise Carr	4-(471)191-1650
Bonnie Henry	2-(859)532-6214
Carol Rice	3-(506)212-2536
Jane Dixon	1-(776)924-1846
Barbara Ward	3-(363)685-7202
Margaret Lee	8-(987)935-7817
Ashley Hudson	2-(721)295-0576
Angela Reed	7-(051)891-0181
Jacqueline Dean	7-(494)644-7389
Janice Jacobs	4-(927)124-0664
Rose Dean	9-(336)616-0570
Cheryl Thomas	6-(488)926-6859
Alice Jackson	4-(554)658-1866
Deborah Perkins	2-(238)546-8595
Kathleen Scott	0-(152)732-8033
Virginia Stone	8-(105)237-8609
Rose Lynch	9-(033)126-4574
Carol Arnold	3-(795)199-0743
Kimberly Williams	5-(437)956-2328
Ruth Chapman	5-(306)682-7836
Heather Cruz	6-(471)259-7562
Betty Montgomery	1-(017)164-1232
Anne Stephens	7-(855)337-4523
Kelly Knight	5-(948)196-1582
Laura Jackson	4-(041)825-1776
Cynthia Murray	1-(749)356-5788
Heather Bryant	3-(766)873-4081
Karen Ward	5-(491)349-8648
Kimberly Bradley	4-(438)373-1084
Susan Harvey	3-(981)864-8170
Linda Roberts	4-(857)703-6621
Pamela Spencer	1-(716)655-9456
Ann Simpson	3-(948)484-8618
Carol Thompson	1-(755)904-6761
Deborah Mccoy	8-(868)983-8558
Ann Lynch	5-(619)629-8563
Wanda Edwards	0-(197)934-2608
Rebecca Fields	5-(068)345-2460
Judith Henry	8-(491)898-7506
Melissa Garrett	9-(965)840-9309
Marie Oliver	2-(729)337-0425
Virginia Hayes	7-(415)055-4336
Amy Wells	3-(797)997-3960
Diane Nelson	7-(850)723-4501
Doris Jacobs	3-(492)237-6950
Christina Lawrence	0-(449)160-7047
Anne Green	2-(266)264-0605
Annie Ross	8-(821)015-8145
Julie Hanson	6-(795)036-6842
Lisa Palmer	9-(103)241-6993
Rose Edwards	4-(306)723-6282
Cheryl Phillips	7-(208)615-6793
Cheryl Cook	3-(991)350-0002
Lisa Cunningham	7-(866)138-4421
Mary Gordon	8-(902)546-5176
Anna Green	3-(240)056-0485
Louise Garrett	2-(546)796-8440
Kelly Watson	5-(448)109-5199
Robin Butler	3-(646)047-1483
Evelyn Harvey	2-(495)997-6451
Virginia Mccoy	4-(187)723-5969
Nicole Ross	0-(325)896-7171
Nicole Hicks	9-(258)503-1426
Catherine Holmes	7-(452)914-2774
Paula Wood	1-(355)889-7714
Patricia Howard	9-(066)777-8008
Kelly Cunningham	5-(734)246-0294
Alice Jenkins	4-(134)962-8170
Marie Sims	5-(613)104-8404
Joan Weaver	7-(650)921-3831
Elizabeth Myers	1-(426)507-9131
Sara Stevens	7-(049)983-6794
Margaret Black	3-(016)095-6412
Judy Phillips	8-(101)690-2692
Kathryn Kelly	0-(881)385-1779
Emily Gonzalez	5-(923)951-1918
Karen Willis	9-(137)972-7337
Kimberly Hamilton	0-(606)389-3349
Jennifer Coleman	2-(067)232-8653
Barbara Cunningham	4-(091)449-1865
Brenda Medina	0-(738)208-8678
Phyllis Edwards	6-(903)910-6746
Julia Mcdonald	7-(508)574-3745
Alice Cole	5-(774)437-7171
Jacqueline Wells	3-(556)629-1857
Cheryl Griffin	9-(810)564-7808
Lois Perez	1-(161)999-0245
Louise Turner	1-(438)348-7750
Shirley Oliver	0-(021)577-0436
Jessica Greene	4-(780)039-3099
Lori Martinez	6-(208)490-4405
Ann Wood	4-(860)211-2306
Alice Hansen	4-(363)331-4613
Melissa Franklin	7-(695)251-5349
Maria Chapman	2-(803)498-9748
Louise Russell	3-(867)605-5821
Jean Berry	2-(511)316-2269
Sara Adams	9-(371)834-7384
Catherine Austin	3-(743)640-2598
Mildred Robinson	9-(290)780-1244
Christine Lynch	4-(374)163-0230
Annie Murphy	6-(989)550-2128
Linda Mason	3-(698)127-8994
Judith Ramos	9-(269)369-8920
Rachel Griffin	4-(406)189-5990
Amy Gardner	0-(051)936-6548
Betty Adams	2-(254)182-0106
Gloria Dunn	1-(684)220-9842
Heather Matthews	1-(083)565-6658
Marilyn Mendoza	1-(361)573-5870
Catherine Rice	0-(410)517-6562
Andrea Wilson	7-(291)142-9751
Betty Gibson	1-(986)661-4048
Maria Fields	5-(506)850-2738
Ruth Henderson	5-(039)976-6927
Julia Rose	2-(367)114-2036
Julie Griffin	4-(744)325-9448
Ruby Campbell	0-(599)958-8631
Rachel Fowler	4-(665)090-8816
Bonnie Lynch	9-(661)707-6963
Kathleen Greene	9-(271)497-7226
Sandra Lynch	1-(404)583-2795
Marilyn Moore	1-(826)001-6147
Beverly Patterson	9-(731)074-5241
Joyce Cooper	1-(705)494-8515
Paula Castillo	9-(265)095-9169
Amy Tucker	2-(582)704-2734
Kathy Nguyen	9-(581)791-2545
Evelyn Greene	7-(386)600-2574
Norma Grant	7-(605)900-3887
Anna Fuller	6-(701)055-7054
Paula Murray	6-(288)308-2143
Melissa Jenkins	8-(460)336-0610
Frances Snyder	2-(884)342-5474
Ashley Rodriguez	4-(233)352-1673
Paula Mills	4-(154)533-8206
Virginia Graham	8-(876)248-2629
Mildred Gonzalez	9-(965)535-3598
Katherine Williamson	8-(434)629-6788
Karen Murray	9-(056)583-4566
Christine Matthews	4-(880)464-5266
Phyllis Cooper	7-(761)533-8649
Tina Johnston	1-(068)188-6308
Mildred Fernandez	2-(721)412-9398
Lori Hughes	6-(343)831-6308
Gloria Watson	1-(046)694-7147
Bonnie Lane	2-(638)369-0605
Sandra Moreno	1-(944)078-5708
Michelle Mendoza	3-(512)859-3179
Linda James	2-(163)498-2647
Melissa Rodriguez	7-(432)486-1666
Laura Castillo	4-(283)172-3048
Melissa Dunn	6-(287)005-5519
Sarah Gray	1-(244)054-9915
Heather Weaver	3-(425)134-2581
Diana Dunn	6-(849)059-6412
Wanda Jenkins	3-(053)786-2084
Mary Lane	3-(171)761-2875
Kimberly Cruz	5-(516)365-7631
Debra Tucker	0-(171)531-3338
Mary West	8-(672)232-1213
Linda Gilbert	5-(842)250-3968
Lori Pierce	5-(508)364-9900
Rose Carroll	4-(588)821-2519
Joan Black	5-(241)728-3383
Christina Cole	0-(075)034-6913
Laura Gibson	3-(673)707-5339
Mary Baker	0-(382)774-5626
Carol Andrews	0-(386)689-7520
Doris Knight	5-(851)772-6766
Mildred Burton	5-(009)663-6955
Martha Mcdonald	2-(415)500-1499
Jacqueline Williamson	8-(735)460-5217
Phyllis Fox	1-(081)679-2099
Mary Mills	2-(670)793-8094
Teresa Rose	9-(318)143-0386
Wanda Banks	2-(186)976-9818
Robin Cooper	9-(321)762-2642
Angela Wheeler	5-(614)118-1564
Elizabeth Coleman	4-(886)075-2011
Doris Jordan	3-(470)474-1853
Ann Garza	0-(378)999-1669
Kimberly Powell	4-(928)444-6933
Paula Bowman	0-(552)005-0070
Sara Duncan	3-(265)398-7294
Emily Oliver	1-(737)645-9271
Martha Cox	4-(118)049-4560
Diane Payne	1-(169)167-6775
Pamela Kelly	1-(588)841-2664
Melissa Spencer	8-(104)976-7205
Donna Montgomery	9-(815)767-4341
Gloria Andrews	6-(866)973-7507
Irene Gray	0-(592)554-3673
Anna Scott	6-(252)329-0358
Evelyn Phillips	3-(510)158-7437
Louise Harrison	9-(382)613-2396
Marie Harris	1-(119)223-2763
Linda Brooks	2-(779)632-0952
Evelyn Garcia	8-(853)318-2824
Patricia Ford	2-(988)491-8263
Sandra Morris	6-(124)901-7110
Nicole Davis	0-(250)779-9754
Wanda King	6-(101)685-2915
Debra Pierce	6-(267)058-2277
Deborah Hill	0-(714)482-6442
Patricia Crawford	5-(210)572-2423
Janice Price	5-(978)421-7503
Catherine Black	7-(070)747-5128
Nancy Perry	0-(552)892-3652
Andrea Stewart	9-(913)920-5905
Robin Burke	3-(566)210-7211
Diane Gibson	5-(967)082-7171
Amanda Coleman	4-(126)772-4039
Maria Garcia	8-(779)622-9450
Anne Sanchez	1-(852)559-6741
Christine Garcia	8-(167)058-7727
Shirley Ray	9-(311)148-9296
Patricia Robertson	8-(602)789-3600
Dorothy Richards	5-(387)772-0350
Susan Arnold	3-(981)792-7488
Cheryl Walker	5-(795)652-4656
Melissa Campbell	8-(749)792-6116
Rachel Romero	1-(382)910-5121
Kathryn Murphy	3-(358)481-1166
Ashley Cooper	3-(209)848-2854
Linda Gomez	4-(902)304-0965
Carolyn Howard	4-(527)294-6236
Teresa Carpenter	0-(458)981-6231
Theresa Vasquez	8-(524)940-5247
Mildred Murphy	2-(906)575-7608
Annie Sims	5-(263)968-3204
Betty Brown	2-(130)611-6120
Tammy Brown	8-(125)303-6311
Jane Hawkins	1-(184)024-8346
Emily Alexander	4-(003)964-0517
Kathleen Gomez	9-(866)305-8521
Jacqueline Castillo	1-(942)461-1708
Ruth Day	8-(699)801-0209
Judith Dixon	3-(025)600-9189
Barbara Miller	7-(875)221-9935
Susan Russell	9-(229)144-0021
Sandra Olson	6-(233)559-1423
Janet Simmons	1-(489)681-1679
Annie Green	5-(045)887-8865
Kelly Morales	1-(404)053-2554
Amanda Carr	7-(517)495-0316
Wanda Evans	9-(318)679-9096
Joan Murray	8-(355)715-7355
Michelle Morrison	2-(323)405-2831
Carol Montgomery	7-(088)597-3007
Kathy Holmes	7-(047)783-7937
Alice Peters	9-(353)098-2954
Deborah Duncan	8-(587)385-1791
Catherine Ramos	2-(652)095-3682
Pamela Schmidt	3-(404)353-5779
Mildred George	4-(997)510-5071
Norma Larson	5-(940)402-7106
Debra Barnes	4-(275)009-7906
Irene Hudson	9-(835)644-2650
Alice Hicks	8-(291)820-0056
Cynthia Peterson	8-(921)617-3279
Kelly Kelly	3-(205)014-3623
Melissa Young	7-(960)548-5471
Ashley Harrison	5-(266)617-2940
Lois Andrews	3-(380)180-6915
Irene Adams	2-(423)565-3301
Lisa Banks	2-(156)289-1618
Janet Richardson	6-(221)178-9562
Shirley Lynch	6-(252)753-5586
Kathy Little	6-(065)098-3783
Louise Mccoy	9-(770)588-6049
Bonnie Green	0-(111)552-1395
Kathleen Romero	1-(564)003-8971
Sandra Fowler	7-(636)157-7429
Barbara Long	5-(742)724-7237
Judy Torres	2-(465)945-0542
Cheryl Miller	6-(095)070-4790
Jennifer Stone	3-(442)736-6892
Diane Allen	3-(201)435-7744
Theresa Edwards	9-(316)908-0794
Wanda Reid	5-(074)654-6317
Anna Daniels	7-(592)693-9168
Lois Sanchez	1-(213)807-6248
Rebecca Reid	6-(378)558-9380
Christine Allen	9-(979)245-7075
Kelly Mendoza	5-(365)319-7819
Judy Garza	8-(797)081-4676
Mildred King	8-(252)625-4009
Linda Perez	2-(275)468-0955
Paula Medina	5-(680)308-6787
Pamela Stone	2-(102)092-8752
Beverly Bradley	7-(950)137-1265
Janice Howell	9-(357)817-7187
Doris Lewis	1-(608)844-0753
Melissa Williams	1-(144)967-5335
Norma Castillo	0-(820)739-8126
Kathleen Boyd	4-(171)411-5690
Annie Carter	8-(234)180-5223
Christina Reyes	2-(763)506-0295
Carolyn Cox	6-(795)194-8170
Mary Holmes	4-(216)411-3041
Betty Hall	0-(999)677-2993
Carol Rose	7-(330)583-8472
Martha Knight	6-(717)713-3069
Virginia Nguyen	7-(715)995-9458
Sandra Palmer	2-(173)940-5017
Nancy Davis	0-(416)901-0419
Phyllis Rivera	0-(489)873-9175
Ruth Ramirez	2-(491)679-5198
Deborah Taylor	3-(311)086-1772
Kelly Hall	9-(707)375-9168
Elizabeth Turner	1-(431)020-4104
Karen Sullivan	9-(547)047-0505
Theresa Hart	3-(960)262-9891
Anna Clark	8-(118)882-3297
Nicole Reid	9-(718)150-8514
Linda Alexander	6-(806)320-0184
Martha Rivera	0-(358)602-6479
Nicole Harvey	6-(720)294-0532
Alice Mccoy	2-(106)892-9628
Carol Butler	5-(791)901-8964
Judy Coleman	5-(493)796-9892
Laura Stone	8-(527)345-5318
Lori Fowler	5-(514)085-4134
Lillian Kelly	5-(901)758-8286
Christina Torres	8-(538)784-1027
Margaret Moreno	3-(680)568-3901
Joyce Marshall	7-(540)254-8677
Jennifer Price	4-(136)922-5002
Judith Franklin	1-(960)639-5047
Katherine Warren	4-(471)952-5364
Christine Sullivan	0-(088)126-9522
Elizabeth Sullivan	1-(001)146-8572
Rebecca Welch	0-(604)986-9987
Janet Harrison	5-(753)274-3735
Diana Wagner	9-(705)877-0955
Doris Hawkins	2-(291)621-2951
Julia Murphy	8-(099)556-0788
Rose Bell	9-(828)363-9837
Judith Hall	7-(616)702-4441
Catherine Simmons	4-(926)970-4399
Kelly Montgomery	6-(068)040-4790
Norma Bowman	6-(374)156-0981
Stephanie Cook	5-(239)944-5331
Jennifer Payne	6-(705)482-4900
Kathy Daniels	5-(158)540-7577
Beverly Hill	7-(402)385-2855
Dorothy Ward	0-(814)392-2830
Nancy Butler	9-(510)145-8788
Julie Nelson	6-(680)390-8376
Barbara Brown	5-(693)525-4154
Gloria Graham	8-(095)160-1579
Kathryn Mason	2-(267)856-7125
Diana Pierce	2-(665)875-4843
Sandra Peters	0-(522)456-3720
Kathryn Hawkins	0-(334)994-9786
Louise Richards	7-(944)681-2460
Barbara Freeman	0-(561)040-0625
Cynthia Adams	3-(777)919-1403
Judy Boyd	2-(963)958-5026
Norma Rivera	4-(577)316-4200
Christine Ortiz	6-(217)236-9466
Cheryl Thompson	7-(775)492-2448
Jennifer Alvarez	1-(973)518-4818
Helen Johnson	4-(751)983-7224
Diane Myers	7-(434)332-5592
Judith Knight	5-(164)538-0838
Marilyn Arnold	7-(478)506-6561
Jean Williamson	7-(159)712-8093
Judy Reyes	3-(349)914-3435
Rose Ford	1-(892)924-9214
Katherine Mccoy	6-(520)324-5249
Beverly Taylor	5-(954)130-0137
Sandra Perry	2-(130)642-9374
Beverly Evans	2-(699)502-5247
Barbara Ryan	1-(766)557-4570
Patricia Rodriguez	5-(453)017-0986
Deborah Jackson	7-(889)839-0788
Julia Gordon	2-(907)224-1531
Bonnie Hunt	2-(981)639-8711
Brenda Warren	6-(913)084-3277
Cynthia Cook	7-(739)711-2160
Helen Perry	9-(458)441-5180
Ruby Lane	7-(934)339-2299
Laura Day	5-(907)561-5001
Jacqueline Payne	1-(613)627-2325
Joan Garza	9-(870)145-7730
Jane Reid	8-(900)055-8724
Jennifer Morrison	7-(257)331-0066
Rose Murray	8-(500)555-6373
Wanda Richardson	0-(516)069-4701
Sandra Henry	2-(017)567-8103
Kathy Johnston	0-(631)648-6994
Ann Kim	7-(431)241-2908
Stephanie Diaz	0-(093)638-0728
Amanda Wallace	2-(223)321-7739
Barbara Warren	2-(919)653-0041
Julie Schmidt	5-(047)226-9794
Lois Hill	6-(306)848-2555
Katherine Taylor	9-(851)068-4183
Wanda James	4-(969)401-6465
Evelyn Perkins	0-(540)265-7786
Rachel Snyder	4-(115)582-5227
Irene Montgomery	7-(764)559-4718
Sarah Lane	9-(155)599-2700
Betty Kelly	9-(937)955-4951
Annie Knight	7-(000)573-8862
Margaret Turner	5-(580)600-2057
Cynthia Chavez	7-(162)502-2283
Mary Reynolds	1-(603)534-2225
Lois Castillo	1-(013)979-2658
Kelly Cruz	5-(409)717-5868
Rebecca Jordan	3-(749)597-6479
Mary Gutierrez	3-(411)052-7008
Nicole Fernandez	5-(241)740-2910
Robin Wells	7-(899)554-5843
Virginia Williams	7-(565)981-4517
Mildred George	2-(196)025-7821
Heather Sims	9-(889)925-4365
Helen Dixon	0-(743)168-1627
Donna Weaver	1-(755)038-5853
Alice Williams	6-(790)021-9136
Joan Gomez	3-(024)016-2608
Janice Stewart	7-(470)212-2605
Susan Morgan	8-(239)132-9197
Julia Chapman	1-(879)882-8412
Beverly Wallace	8-(524)171-2369
Deborah Marshall	2-(649)760-8210
Ann Stanley	4-(839)526-3575
Ashley Wallace	0-(039)445-8231
Ashley Gray	7-(764)608-0986
Susan Garcia	4-(013)673-7477
Donna Howell	3-(811)098-1361
Brenda Gomez	5-(055)690-3136
Kathy Hanson	7-(580)759-3922
Wanda Nichols	8-(935)361-3025
Virginia Rivera	5-(797)050-6141
Wanda Daniels	9-(027)937-8514
Patricia Myers	5-(792)952-2343
Julia Gray	5-(432)137-9331
Jean Frazier	9-(413)652-1443
Robin Boyd	3-(708)708-2880
Nicole Kelley	0-(505)964-8967
Carol Davis	8-(106)633-2700
Marie Gardner	5-(577)614-4500
Doris Snyder	5-(726)915-2671
Cynthia Franklin	5-(817)372-3294
Kathleen Simmons	1-(417)667-0140
Lois Powell	1-(865)650-5670
Debra Bryant	7-(701)967-8899
Virginia Smith	7-(214)848-4954
Christine Alvarez	2-(264)741-1382
Ann Berry	9-(120)376-3998
Catherine Williamson	6-(073)837-6676
Jessica Price	3-(661)495-6857
Virginia Cooper	4-(905)018-3609
Denise Medina	1-(428)286-0745
Sara Harris	4-(762)660-6108
Susan Murray	5-(795)067-2798
Barbara Harper	3-(464)280-3021
Barbara Rivera	0-(596)482-5296
Jean Diaz	1-(864)398-9988
Janet Duncan	1-(643)659-8250
Julia Little	2-(645)171-4860
Teresa Hayes	8-(597)174-2346
Amanda Moreno	3-(228)124-5019
Kelly Howell	3-(601)381-9147
Amanda Gomez	1-(641)495-7409
Ruth Peters	1-(714)445-7068
Betty Harrison	7-(709)965-9430
Stephanie Rivera	1-(399)611-3446
Mildred Cox	0-(069)371-7985
Betty Davis	5-(635)530-3376
Linda Cox	2-(364)842-9455
Joan Gardner	6-(536)764-1907
Bonnie Spencer	3-(140)797-1766
Kathleen Carr	2-(401)251-9009
Rose Grant	7-(989)365-3518
Lori Austin	6-(438)436-8505
Janet Jacobs	0-(297)284-2080
Amy Gomez	7-(146)844-6485
Lisa Hayes	8-(151)860-9268
Jane Austin	6-(256)752-8173
Donna Hall	9-(192)648-5035
Louise Hawkins	2-(910)558-2550
Gloria Hughes	4-(785)437-0908
Ruby Castillo	8-(985)907-6278
Jacqueline Greene	8-(344)523-0061
Sandra Fields	6-(130)896-7534
Tina Sullivan	0-(838)940-5477
Lori Sanchez	7-(220)956-5539
Wanda Cunningham	5-(373)443-9000
Patricia Banks	9-(247)774-8942
Joyce Collins	1-(813)047-8242
Evelyn Ward	4-(036)343-0645
Barbara Woods	5-(569)320-8020
Helen Lane	4-(104)127-4262
Amy Reid	5-(046)541-5643
Julia Hawkins	7-(445)514-4277
Janice Cook	5-(556)061-7021
Amy Edwards	2-(458)857-5707
Maria Carroll	7-(199)834-6269
Michelle Hansen	6-(539)497-3128
Evelyn Ferguson	1-(737)058-5924
Katherine Snyder	2-(994)910-0075
Nancy Robinson	8-(497)835-1086
Katherine Boyd	2-(178)392-0026
Gloria Hernandez	7-(484)243-8670
Donna Wright	8-(466)622-0908
Beverly Sullivan	3-(951)944-7834
Linda Gardner	8-(700)568-2465
Diana Day	1-(524)678-0925
Judy Lopez	1-(393)636-9514
Janice Flores	7-(119)372-8580
Gloria Henderson	8-(770)518-5299
Laura Turner	4-(826)822-5067
Diane Hall	9-(011)571-2574
Carol Wheeler	0-(068)846-4835
Mildred Hanson	0-(200)183-5811
Maria Morris	6-(478)541-8898
Phyllis Cole	1-(865)592-9042
Rose Alexander	4-(788)369-3847
Maria Ortiz	4-(972)749-0748
Virginia Moreno	1-(904)250-1232
Amanda Lawson	2-(900)849-8908
Rebecca Hawkins	1-(952)044-6835
Rose Snyder	4-(521)959-6808
Frances Carroll	9-(233)231-3277
Donna Morrison	5-(859)744-3938
Jacqueline Cruz	4-(070)312-0213
Andrea Ryan	3-(570)078-3329
Marie Sims	8-(717)601-8679
Nicole Marshall	1-(325)013-2838
Christine Ramirez	0-(378)724-0769
Louise Morrison	1-(689)092-2562
Annie Castillo	2-(386)468-0714
Lillian Harris	2-(491)986-8964
Jennifer Sims	1-(997)730-5457
Patricia Ryan	9-(578)667-1594
Louise Scott	2-(043)888-7504
Catherine Stone	6-(672)226-6068
Gloria Hunter	6-(367)057-4806
Cheryl Stevens	0-(457)444-3572
Michelle Henry	3-(445)146-7005
Phyllis Wood	9-(054)755-4545
Andrea Reed	9-(764)585-3182
Stephanie Perez	3-(612)212-7422
Deborah Tucker	4-(527)165-5549
Mildred Cooper	2-(532)054-8311
Margaret Dixon	9-(995)200-0950
Carol Walker	0-(434)001-9540
Julia Freeman	3-(852)442-3251
Barbara Armstrong	5-(662)225-1658
Phyllis Ellis	2-(584)114-0209
Maria Graham	8-(377)423-0440
Ashley Marshall	0-(034)445-8411
Jessica Lopez	9-(923)407-1573
Julie Duncan	2-(168)975-9503
Jessica Gonzales	9-(145)047-3649
Lillian Lopez	0-(931)034-0715
Heather Marshall	0-(096)410-3947
Lori Medina	6-(851)108-0883
Sarah Watkins	0-(619)213-9762
Sarah Diaz	0-(233)639-9597
Brenda Murray	3-(470)275-1857
Martha Wright	5-(901)903-6458
Deborah King	5-(518)018-7308
Denise Ferguson	5-(057)770-0928
Annie Hicks	0-(432)288-3306
Martha Diaz	7-(630)026-1796
Marie Myers	4-(770)825-8189
Norma Wood	2-(581)756-5864
Amy Larson	8-(363)921-8485
Joan Hernandez	9-(775)164-8691
Doris Hawkins	2-(028)223-3563
Frances Chavez	6-(000)559-5830
Heather Wagner	1-(752)226-8747
Jane Wells	4-(733)755-2895
Paula Stevens	4-(240)227-8811
Dorothy Lane	3-(712)802-0710
Margaret Cox	5-(481)356-2348
Carol Evans	6-(560)010-2680
Norma Rose	4-(152)012-2476
Katherine Morris	4-(714)992-1044
Ruth Jordan	7-(402)343-8696
Louise Romero	4-(841)298-4680
Teresa Lawson	8-(446)273-2187
Martha Gomez	0-(094)381-5927
Joan Watson	3-(391)086-1930
Christina Nichols	2-(259)209-3927
Jean Olson	2-(636)746-4192
Katherine Peterson	3-(180)089-2499
Jacqueline Ruiz	4-(809)218-8502
Kelly Webb	9-(330)778-5426
Christina Lopez	8-(125)326-4256
Susan Romero	2-(238)576-2603
Alice Ortiz	6-(833)859-5655
Kathleen Watkins	0-(663)161-3801
Barbara Watkins	0-(982)861-6628
Kathleen Garza	3-(122)065-3571
Helen Murray	4-(502)139-3568
Christina Watson	9-(289)985-7115
Kelly George	4-(861)019-7769
Gloria King	7-(731)234-2473
Robin Howard	4-(443)655-0118
Melissa Alexander	0-(464)719-0205
Christina Riley	6-(392)400-3489
Linda James	8-(943)732-4101
Stephanie Murphy	2-(153)164-1049
Linda Ramos	1-(905)719-5453
Susan Lopez	7-(059)451-7300
Annie Webb	9-(349)269-3731
Margaret Cruz	0-(277)182-8619
Irene Rogers	1-(220)679-8567
Maria Lawson	3-(701)260-2008
Patricia Green	0-(757)073-0724
Maria Willis	5-(154)382-5099
Anne Chavez	8-(846)758-7682
Patricia Stanley	2-(866)768-2614
Amy Carroll	2-(466)689-5907
Tammy Russell	9-(116)897-4506
Sara Holmes	9-(858)025-9191
Doris Daniels	5-(407)809-7217
Lisa Garcia	2-(813)052-0050
Joan Robinson	0-(313)506-8942
Donna Pierce	7-(033)644-3403
Angela Allen	1-(626)499-5776
Angela Perkins	8-(461)505-3821
Stephanie Gonzalez	6-(064)256-3640
Catherine Hunter	5-(649)959-9440
Carol Webb	2-(136)671-3938
Ruth Howard	2-(837)594-7367
Jane Brown	6-(136)034-2789
Linda Meyer	3-(786)227-8402
Lori Reynolds	9-(103)825-8745
Sharon Williams	9-(020)839-1005
Catherine Duncan	8-(561)590-7527
Margaret Pierce	3-(514)166-4189
Irene Rose	7-(386)252-4837
Joyce Greene	8-(374)703-2006
Tina Harrison	0-(104)417-2423
Kelly Parker	4-(949)902-0430
Mary Wells	7-(751)285-5618
Julie Hart	6-(399)876-1408
Lisa Rivera	3-(416)160-5276
Nicole Lewis	0-(396)295-1749
Louise Bell	5-(496)829-7731
Cynthia Grant	8-(416)339-4913
Sarah Campbell	3-(231)698-7952
Jane Morgan	8-(422)469-0538
Robin Matthews	5-(288)074-4792
Nancy Hill	1-(309)242-2878
Kimberly Wallace	0-(974)162-9213
Beverly Cooper	2-(739)361-4370
Angela Daniels	0-(822)582-7943
Nancy Hayes	0-(047)321-6729
Nicole Lane	0-(719)618-3180
