Marilyn Hayes	6-(540)865-2507
Sara Nichols	2-(116)658-4504
Ruby Rice	2-(586)416-4830
Lori Rice	3-(209)046-5984
Cynthia Mills	3-(533)566-2199
Nancy Berry	1-(322)996-1662
Brenda Johnston	0-(441)584-0256
Louise Montgomery	6-(973)163-3702
Ashley Montgomery	0-(445)209-7108
Karen Bennett	1-(043)594-0397
Christina Berry	1-(879)099-7106
Ann Graham	2-(034)206-5938
Helen Morrison	4-(621)181-5849
Ruth Bishop	0-(436)016-3304
Ruth Bradley	0-(166)513-3230
Nancy Howell	1-(033)614-7986
Annie Graham	7-(472)406-5456
Dorothy Morales	0-(600)520-9917
Angela Edwards	6-(051)431-4947
Rachel Crawford	7-(631)260-0348
Gloria Richards	3-(219)123-2141
Dorothy Rice	3-(389)856-8085
Marilyn Hill	2-(998)178-6515
Rose Hart	4-(392)922-9934
Martha Porter	1-(341)947-8738
Doris Daniels	0-(802)654-1994
Amanda Larson	4-(679)232-4343
Doris Myers	9-(964)265-5212
Kelly Hayes	5-(564)561-8933
Janice Howard	0-(768)371-5327
Ruby Ellis	5-(091)018-9722
Teresa Moore	1-(814)963-4672
Andrea Perkins	9-(204)194-6458
Bonnie Reynolds	9-(393)687-3316
Mary Jenkins	3-(928)245-3625
Wanda Gibson	8-(562)258-7633
Louise Morrison	8-(884)527-5381
Linda Schmidt	8-(946)116-2142
Rachel Parker	9-(788)440-3027
Jennifer Ryan	1-(767)694-1075
Rose Jordan	1-(463)008-7927
Janice Stanley	6-(697)417-9815
Melissa Griffin	3-(823)468-7410
Diane Freeman	4-(000)863-2056
Lillian Howell	2-(912)602-3035
Theresa Cruz	2-(726)160-8050
Sharon Austin	6-(142)733-6138
Norma Robertson	4-(211)119-3842
Julia Lopez	9-(401)952-3662
Patricia Garrett	9-(700)610-8537
Paula Hawkins	5-(038)359-7053
Ruby Brooks	5-(344)007-3813
Paula Ortiz	6-(360)649-4207
Joan Davis	3-(892)436-3530
Tammy Banks	9-(093)933-4273
Cynthia Ray	7-(119)505-7523
Heather Wheeler	0-(417)861-7003
Tammy Murphy	7-(428)671-0682
Anne Peterson	0-(272)383-7481
Joan Stone	3-(142)834-8332
Helen Nichols	8-(220)056-0488
Julia Howard	2-(662)401-6523
Katherine Grant	4-(459)591-9629
Denise Fox	1-(343)888-3981
Jean White	1-(241)460-9248
Donna Kim	7-(131)005-0018
Virginia Reyes	5-(180)146-7552
Anna Cruz	0-(899)621-7451
Frances Sanders	7-(719)825-0538
Theresa Jackson	4-(401)003-5582
Sarah Hudson	0-(479)594-4874
Amy Medina	4-(067)091-0077
Lori Ferguson	5-(307)020-4324
Lisa Robertson	8-(723)180-2761
Christine Patterson	8-(547)367-3478
Tammy Moreno	5-(774)178-8877
Helen Banks	7-(976)296-2925
Judith Lane	2-(677)578-1496
Marie Harrison	3-(710)596-6461
Melissa Robinson	3-(099)125-8920
Catherine Hernandez	7-(934)283-9943
Tammy Reed	9-(748)320-7636
Diane Alexander	1-(983)388-6476
Carolyn Fields	2-(683)479-2614
Donna Johnston	6-(447)194-6445
Emily Henry	3-(910)779-9217
Sharon Stone	6-(416)696-0423
Catherine George	8-(675)840-2983
Julie Wallace	0-(440)640-8575
Sara Vasquez	5-(179)320-9201
Anna Nichols	6-(713)882-0952
Irene Martin	1-(691)749-8936
Annie Bowman	6-(565)853-6870
Wanda Cox	9-(192)332-4140
Patricia Nichols	8-(183)958-4626
Denise Patterson	3-(999)861-4145
Diane Walker	2-(080)291-8057
Tammy Hamilton	2-(181)305-7582
Julie Tucker	0-(081)841-1959
Ann Cox	6-(521)900-7883
Judith Hunt	4-(104)189-7726
Gloria Bishop	0-(753)147-5518
Amanda Daniels	5-(288)472-5032
Nicole Gomez	4-(415)290-2827
Bonnie Boyd	4-(530)429-7974
Ann Johnson	8-(042)357-4924
Paula Williamson	7-(040)735-1465
Tina Franklin	8-(076)926-2816
Louise Gray	6-(167)571-1085
Betty Powell	9-(655)760-6242
Lisa Mason	9-(005)584-8106
Diane Morales	9-(943)129-6767
Wanda Fisher	1-(505)440-2481
Jean Butler	1-(434)454-3713
Tammy Morris	3-(642)554-6554
Melissa Bowman	9-(568)202-6766
Judy Snyder	0-(967)450-1160
Christina Hayes	8-(009)655-5547
Margaret Henry	4-(880)275-3784
Julie Ellis	0-(781)496-7069
Kathryn Harris	8-(326)565-3145
Sara Washington	9-(231)025-8394
Frances Warren	5-(359)999-0100
Wanda Garza	6-(139)095-3428
Jessica Hanson	8-(717)260-9470
Denise Lane	2-(143)767-3743
Kathleen Hughes	8-(618)337-8786
Marilyn Henderson	6-(098)148-0416
Kathryn Ross	2-(414)331-4961
Amy Lee	5-(714)537-9892
Nancy Butler	8-(228)444-1095
Irene Moreno	5-(891)573-5757
Kathy Stone	4-(914)434-7945
Jennifer Daniels	2-(271)244-8887
Donna Burns	7-(358)584-3143
Kelly Oliver	2-(384)881-4727
Denise Powell	1-(128)002-7073
Robin Alvarez	7-(575)142-0428
Phyllis Shaw	3-(437)821-8365
Virginia Harvey	3-(720)584-6700
Shirley Hicks	3-(147)223-0288
Betty Garcia	2-(728)526-5906
Linda Mccoy	8-(015)912-4067
Amanda James	4-(951)712-5795
Christina Peters	1-(199)278-4625
Elizabeth Smith	3-(288)565-4083
Tammy Simpson	1-(890)020-0508
Jane Banks	8-(418)634-8426
Susan Allen	2-(294)424-0523
Pamela Moreno	8-(876)952-5619
Anne Reynolds	7-(321)966-5300
Carol Hughes	7-(912)014-9455
Tina Simpson	2-(758)792-6895
Anna Harvey	8-(332)766-6917
Ashley Patterson	8-(915)208-1949
Theresa Phillips	2-(351)532-0902
Rachel Ferguson	8-(128)651-6735
Jennifer Watson	4-(481)442-2359
Lois West	0-(696)047-7935
Frances Hughes	4-(577)584-7214
Lois Turner	2-(817)565-4811
Wanda Harris	8-(395)110-9086
Virginia Phillips	8-(162)953-7952
Gloria Sanchez	4-(183)843-0460
Alice Sullivan	1-(511)083-5801
Judy Carroll	1-(179)735-1667
Sarah Gray	6-(149)466-5675
Christine Howell	0-(607)062-5028
Anna Thomas	3-(012)559-6610
Janet Vasquez	2-(418)533-7738
Diane Simmons	9-(006)406-3261
Teresa Knight	9-(865)541-7918
Rebecca Parker	5-(519)776-7853
Christine Mccoy	0-(310)056-4628
Alice Scott	5-(576)967-4394
Lillian Wallace	4-(445)121-5552
Dorothy Nguyen	8-(738)926-4967
Jane Peterson	0-(821)439-0976
Annie Torres	7-(565)407-1233
Ruby Hawkins	8-(723)313-4101
Beverly Martin	5-(715)092-2238
Ruth Mcdonald	1-(674)007-6765
Diane Ryan	4-(372)299-0473
Anne Sims	8-(272)275-3278
Kimberly Coleman	1-(253)680-5442
Lori Garza	1-(464)592-3504
Janice Welch	5-(267)937-9612
Shirley Sims	1-(371)400-8979
Margaret Jenkins	2-(737)795-1505
Nicole Harris	2-(747)165-0741
Rebecca Castillo	6-(247)509-1958
Evelyn Harrison	4-(830)113-4118
Tina Greene	2-(859)868-2144
Janice Hall	0-(461)382-8607
Kathleen Fernandez	9-(419)561-2774
Shirley Sanders	7-(514)302-5463
Evelyn King	5-(537)041-2110
Stephanie Chapman	3-(796)128-7834
Karen Powell	9-(723)604-7938
Mary Davis	9-(329)546-2325
Sara Nelson	3-(659)389-4966
Judith Hanson	3-(012)036-2804
Christine Robinson	5-(269)306-9825
Robin Rogers	8-(791)431-1304
Helen Clark	2-(488)790-0624
Pamela Castillo	8-(844)127-6805
Dorothy Fox	5-(350)348-2164
Alice Cox	7-(369)591-5204
Martha Rice	9-(697)445-3453
Robin Pierce	2-(328)815-0850
Rachel Martinez	8-(533)399-0356
Maria Price	6-(708)788-8452
Paula Wheeler	4-(734)800-7404
Carolyn Stephens	9-(523)967-7388
Frances Carroll	2-(864)460-6909
Judith Jones	8-(395)214-7666
Kelly Thomas	4-(520)106-2337
Evelyn Hawkins	5-(507)945-9605
Elizabeth Bradley	6-(700)712-0711
Margaret Alexander	2-(671)833-1265
Gloria Griffin	6-(567)354-3956
Debra Hansen	7-(426)181-1294
Lori Cox	1-(031)004-0236
Nicole Banks	7-(404)311-6531
Tammy Warren	2-(057)665-4405
Christina Powell	8-(446)944-1156
Rachel Lewis	3-(720)801-6458
Betty Greene	4-(363)217-4319
Sandra Gray	0-(819)253-6528
Kathryn Henry	9-(293)461-2788
Mildred Richardson	8-(695)242-9419
Alice Jones	5-(131)511-3705
Beverly Wells	6-(347)858-9414
Diana Frazier	4-(129)904-5302
Anne Palmer	6-(410)386-6949
Paula Marshall	5-(041)785-4947
Debra White	3-(748)051-4337
Janice Warren	3-(995)106-2602
Patricia Long	4-(153)999-0618
Michelle King	1-(327)669-6374
Carolyn Hart	6-(287)280-2727
Deborah Mitchell	5-(171)104-2012
Alice Morris	3-(379)462-0573
Anna Bryant	5-(887)088-3052
Phyllis Thompson	1-(414)571-7066
Jennifer Dunn	4-(478)963-7660
Anne Dean	6-(417)949-0412
Diana Lewis	5-(722)172-2327
Martha Howell	1-(649)691-8316
Jennifer Howard	2-(488)889-2926
Rachel Matthews	2-(077)179-4370
Janice Lee	3-(600)845-9453
Evelyn Carpenter	1-(076)445-2224
Carol Schmidt	8-(539)431-5625
Julia Nichols	8-(133)819-8609
Sharon Sullivan	5-(183)543-1123
Nicole Bradley	0-(173)403-8107
Martha Rogers	8-(267)312-6286
Paula Lawson	6-(524)088-1965
Sarah Carpenter	2-(045)531-3868
Jennifer Moreno	5-(053)029-6923
Carol Chavez	4-(556)083-6639
Stephanie Diaz	8-(281)244-1512
Anna Edwards	7-(473)010-3136
Shirley Jones	6-(019)740-5536
Rose Knight	3-(264)852-7814
Diane Adams	0-(133)006-5019
Denise Richardson	8-(709)283-8460
Ruth Foster	4-(229)467-4941
Virginia Mills	4-(664)076-2569
Michelle Reid	1-(290)193-0064
Jennifer Stevens	8-(853)891-2320
Doris Rogers	6-(757)617-6533
Melissa Evans	5-(883)271-5294
Ashley Kelly	4-(979)339-4608
Norma Stewart	9-(182)362-6286
Wanda Greene	2-(216)909-8381
Melissa Lane	2-(084)087-6532
Paula Oliver	0-(731)168-1810
Judy Perez	2-(076)118-5275
Margaret Simmons	0-(050)053-9081
Anna Clark	4-(557)395-0351
Ruth Campbell	8-(172)507-8724
Emily Henderson	6-(727)084-0759
Beverly Reynolds	4-(857)167-2261
Joan Carpenter	5-(653)691-1906
Donna Morris	0-(052)393-7864
Kelly Riley	6-(831)363-2263
Barbara Garcia	5-(010)431-7356
Mary Spencer	4-(062)721-3721
Phyllis Hall	9-(698)235-0584
Maria Russell	8-(546)698-4893
Anne Mason	1-(545)696-1472
Angela Hudson	8-(309)275-8587
Janet Gray	8-(104)563-8935
Paula Graham	7-(317)917-2172
Tina Mendoza	1-(823)699-3776
Theresa Martin	5-(864)038-2870
Betty Mitchell	4-(243)907-4607
Judy Burke	4-(976)424-3627
Cheryl Watson	6-(126)697-0970
Kathy Franklin	8-(566)653-1503
Patricia Alvarez	4-(955)931-2808
Rose Peters	7-(803)487-7572
Rachel Wilson	6-(214)537-6644
Marilyn Robertson	1-(076)930-6844
Nancy Wagner	6-(405)342-8769
Christine Ray	9-(630)035-3629
Dorothy Campbell	5-(238)510-2770
Anna Lopez	8-(272)108-0078
Melissa Andrews	7-(177)226-4740
Denise Bishop	8-(695)656-3742
Kathleen Little	4-(665)263-2135
Kimberly George	8-(979)598-5635
Judith Thompson	0-(125)194-0395
Laura Taylor	5-(928)194-0367
Christina Perez	0-(824)328-7308
Carol Ford	3-(141)453-2767
Alice Cruz	0-(167)991-2948
Martha Perry	7-(658)863-9970
Joyce Fernandez	0-(227)048-1633
Kimberly Turner	8-(890)491-4474
Nicole Riley	8-(506)475-2216
Norma Jackson	5-(456)699-9193
Jane Russell	6-(087)002-2813
Brenda Carter	4-(668)014-5306
Helen Powell	9-(734)579-1201
Amy Tucker	0-(180)467-6149
Carol Banks	9-(605)099-7362
Anne Campbell	8-(776)489-8418
Christine Griffin	5-(925)737-8951
Shirley West	4-(586)561-3992
Marilyn Garrett	1-(736)932-1942
Tina Cruz	6-(086)078-2687
Denise Hart	7-(398)763-3283
Christine Murray	6-(505)389-0170
Bonnie Elliott	1-(135)168-9411
Carolyn Russell	3-(869)152-7388
Debra Carter	6-(159)395-0088
Pamela Arnold	9-(568)330-6088
Betty Collins	5-(963)131-7899
Patricia Reed	8-(358)955-7566
Anna Gonzales	7-(202)770-7829
Helen Coleman	4-(117)788-0756
Bonnie Washington	4-(926)095-2356
Wanda Franklin	4-(180)090-9867
Janet Henderson	3-(456)972-4620
Lois Campbell	7-(457)543-0437
Susan Perez	5-(579)654-0198
Betty Hunt	1-(218)518-8241
Gloria Brooks	3-(721)912-6764
Barbara Ford	1-(384)947-5791
Norma Hamilton	8-(766)899-6635
Joan Hansen	8-(846)129-6137
Cheryl Mitchell	1-(311)690-1756
Catherine Chapman	0-(937)694-1531
Barbara Wright	7-(290)563-0830
Maria Harrison	3-(986)561-5637
Nicole Richards	9-(212)538-7109
Donna Lopez	8-(761)762-6998
Lillian Kim	2-(596)615-9707
Irene Watson	0-(522)604-8478
Tina Allen	6-(601)314-8693
Nancy Ferguson	0-(953)673-0736
Laura Romero	2-(795)553-6699
Teresa Anderson	9-(770)362-5199
Diana Welch	8-(321)640-7923
Nancy Weaver	4-(313)280-1481
Kelly Davis	4-(526)475-8423
Lois Richardson	9-(937)868-5465
Ashley Phillips	5-(107)183-0004
Sarah Mccoy	8-(178)526-9473
Patricia Mills	4-(307)698-3020
Maria Mccoy	8-(228)109-6379
Maria Ortiz	6-(047)570-7331
Jessica Hanson	6-(270)995-5053
Lori Mcdonald	7-(561)433-5384
Evelyn Torres	6-(258)010-4254
Bonnie Bell	9-(877)931-2666
Carolyn Ortiz	9-(838)316-0308
Laura Andrews	3-(663)619-1221
Judy Carroll	9-(747)266-9701
Jennifer Freeman	8-(320)433-7146
Christina Montgomery	8-(015)495-9598
Barbara Armstrong	4-(140)381-4970
Ruby Rivera	9-(235)122-7787
Jean Lewis	2-(651)928-1793
Joyce Price	4-(258)410-1561
Katherine Perez	8-(635)673-3747
Annie Reynolds	1-(294)902-6865
Stephanie Hansen	1-(529)579-8654
Stephanie Pierce	0-(519)827-9018
Marie Palmer	2-(435)821-6210
Amanda Willis	9-(802)604-9087
Gloria Elliott	4-(220)388-3302
Heather Gomez	5-(143)019-0799
Dorothy Welch	8-(048)255-5073
Michelle Reynolds	4-(076)942-0580
Katherine Roberts	3-(559)182-1457
Sara Ruiz	7-(474)756-8457
Christine Simpson	8-(614)830-3970
Christina Peterson	8-(337)852-4006
Evelyn Clark	9-(088)603-9789
Diane Elliott	6-(340)399-0583
Sharon Butler	6-(272)234-2276
Rachel Richards	4-(795)864-2696
Julia Ward	9-(917)494-9528
Lois Lane	3-(035)516-2866
Rachel Hill	2-(552)966-6009
Angela Hayes	3-(650)890-5553
Katherine Gomez	6-(768)309-7366
Ruth Webb	7-(737)238-6106
Theresa Morris	0-(733)269-8563
Ashley Burton	4-(063)972-0900
Teresa Daniels	8-(710)521-5332
Cynthia Martinez	7-(793)830-1007
Linda Bailey	8-(704)907-3622
Carolyn Rodriguez	5-(165)118-8362
Christina Riley	6-(319)556-7121
Janet Richards	4-(127)261-5674
Helen Fernandez	3-(387)078-4571
Lori Warren	5-(593)104-1166
Janice Garcia	2-(553)511-5797
Christina Mcdonald	2-(803)809-5796
Melissa Gardner	1-(420)966-6952
Christina Wilson	5-(679)535-4589
Beverly Bowman	1-(352)943-5371
Deborah Phillips	3-(741)827-3586
Tammy Mitchell	2-(725)281-1125
Tammy Cooper	1-(827)481-6934
Janet Garcia	2-(965)915-1006
Christine Richards	5-(503)659-6556
Lillian Campbell	1-(918)008-8589
Laura Olson	2-(313)870-8049
Lois Bennett	0-(834)435-8964
Evelyn Watson	8-(275)010-9169
Sharon Burton	8-(845)066-9622
Catherine Wright	5-(232)057-4770
Sandra Austin	2-(569)961-5163
Heather Woods	7-(309)994-1014
Lisa Peterson	5-(600)143-9369
Frances Elliott	9-(565)122-6569
Julie Jenkins	1-(469)937-6978
Christine Peterson	0-(757)269-4056
Marie Garza	4-(497)254-3587
Melissa Smith	1-(548)537-2535
Brenda Holmes	5-(113)647-8223
Sharon Duncan	4-(689)588-8898
Irene Freeman	7-(902)874-9179
Julia Chavez	8-(557)812-3236
Nicole Wagner	6-(074)304-9791
Kathryn Phillips	7-(418)300-6279
Amanda Grant	9-(573)102-1380
Shirley Williamson	2-(910)224-3359
Tina Hansen	1-(487)595-5265
Rose Payne	9-(104)233-6547
Louise Cruz	5-(110)546-3835
Sharon West	5-(619)374-4685
Lori Watkins	7-(562)976-7312
Emily Ramirez	3-(815)738-4785
Joan Jordan	8-(789)449-8820
Shirley Price	3-(425)162-5223
Emily Snyder	6-(954)646-9231
Margaret Ruiz	4-(929)150-2760
Laura Ward	1-(519)494-5387
Jacqueline Roberts	9-(962)931-7826
Ruth Sims	3-(065)506-6467
Dorothy Rice	9-(252)296-5490
Donna Hamilton	0-(222)550-2613
Margaret Oliver	8-(722)769-2858
Theresa Henry	1-(534)239-5957
Kimberly Hayes	1-(591)643-2909
Shirley Powell	4-(228)395-0255
Anne Bailey	5-(583)994-8727
Gloria Dixon	5-(839)196-6949
Sandra Marshall	5-(018)025-7082
Linda Cunningham	9-(132)319-4656
Julia Freeman	2-(217)692-1674
Amy King	7-(854)598-2984
Sharon Hamilton	5-(219)623-4845
Catherine Washington	9-(076)005-1205
Norma Mccoy	3-(640)033-7507
Lois Stanley	8-(546)081-5598
Rebecca Howard	7-(437)373-3629
Tina Grant	6-(736)453-2127
Rebecca Allen	6-(268)818-1084
Margaret Ramos	7-(231)098-5011
Karen Washington	3-(210)029-9683
Carolyn Collins	1-(842)880-7337
Carol Garcia	7-(927)084-5907
Louise Murphy	6-(719)328-9250
Amy Gilbert	9-(719)470-0289
Robin Wood	1-(516)655-5288
Patricia Reid	5-(435)070-4966
Karen Ferguson	7-(959)912-2695
Anna Turner	0-(297)470-1540
Gloria Sanchez	7-(135)558-2728
Cynthia Bryant	8-(116)423-1017
Pamela Marshall	7-(050)144-8651
Evelyn Richards	5-(349)698-0305
Irene Franklin	2-(990)836-1504
Christine Holmes	2-(558)049-2147
Wanda Ellis	6-(503)426-9286
Sara Welch	2-(854)991-5216
Helen Phillips	3-(516)344-2346
Kathryn Patterson	1-(260)538-7185
Melissa Flores	3-(441)495-3047
Shirley Lynch	6-(619)316-0369
Jennifer Larson	8-(648)500-0896
Bonnie Vasquez	3-(509)299-7303
Bonnie Thompson	9-(520)367-5340
Linda Barnes	7-(071)419-1343
Jessica Simpson	3-(594)793-5176
Ann Porter	0-(001)161-4179
Beverly Owens	4-(561)294-3777
Tammy Phillips	6-(305)157-6343
Frances Gilbert	3-(241)886-1909
Michelle Evans	1-(483)769-6425
Mary Cunningham	5-(353)307-8675
Elizabeth Davis	9-(916)711-8714
Diane Kim	5-(521)149-2032
Christina Willis	8-(780)889-1469
Rebecca Brown	4-(755)031-6594
Evelyn Hamilton	8-(712)806-6623
Theresa Bishop	3-(349)872-6053
Margaret Banks	1-(428)742-4686
Katherine Olson	3-(311)276-7351
Marilyn Perez	9-(381)397-7504
Denise Medina	4-(280)766-3734
Janet Gibson	8-(429)656-0116
Helen Miller	4-(408)988-2741
Carol Nichols	1-(103)080-3282
Maria Cook	8-(302)438-7392
Robin Chavez	3-(495)873-7056
Lillian Wilson	5-(158)982-5385
Andrea Walker	5-(210)015-8874
Anna Mitchell	8-(041)776-1332
Margaret Carpenter	7-(309)856-9798
Michelle Cooper	9-(930)363-2859
Heather Ray	9-(936)405-0097
Diane Gonzales	5-(309)665-4493
Ruby Sanchez	2-(007)709-3808
Helen Vasquez	2-(647)291-4268
Kathy Ward	8-(113)041-2572
Doris Perez	4-(948)450-7822
Teresa Lawson	8-(389)662-5784
Rebecca Flores	1-(972)914-0299
Virginia Williams	2-(304)974-0871
Lisa Berry	4-(652)365-4863
Joyce Carr	3-(981)517-3486
Jean Mendoza	5-(431)422-2466
Maria Ray	4-(316)712-7361
Ruth Kelley	6-(815)824-7911
Betty Parker	4-(523)025-2884
Beverly Harrison	3-(179)973-4158
Rose Hunter	4-(954)120-0443
Paula Stephens	9-(302)966-2384
Janice Shaw	3-(409)811-1173
Christina Carter	6-(241)420-6007
Elizabeth Knight	8-(334)558-8037
Shirley Snyder	8-(653)263-7709
Jessica Hawkins	7-(513)256-0102
Julia Montgomery	1-(170)876-4262
Virginia Watkins	7-(230)550-5098
Sharon Garza	4-(757)396-0125
Anna Evans	6-(144)023-7844
Theresa Patterson	7-(343)523-1474
Shirley Wallace	4-(116)850-4200
Christine Phillips	4-(553)474-1571
Shirley Nelson	3-(690)136-2856
Christine Rogers	0-(976)188-2765
Janet Brown	6-(394)834-7630
Karen Richards	3-(007)662-8773
Sara Carpenter	8-(406)192-9745
Dorothy Tucker	9-(077)227-6058
Nancy Hunter	0-(293)234-5889
Linda Lynch	6-(744)992-1847
Anna Hicks	4-(492)267-8696
Nancy Sanders	7-(852)182-9784
Rebecca Rose	8-(696)904-0636
Kathryn Matthews	0-(561)364-7648
Joyce Garrett	7-(305)587-8867
Carol Parker	2-(479)626-9188
Nancy Boyd	5-(799)760-9804
Carol Ford	3-(782)469-8216
Angela Washington	0-(922)589-5493
Tammy Ramos	7-(476)573-0295
Teresa Mills	3-(712)007-6814
Brenda Clark	8-(967)595-5558
Emily Mills	2-(150)120-3753
Kimberly Payne	8-(192)760-8332
Annie Rogers	9-(475)244-7098
Jean Griffin	4-(397)077-7507
Helen Day	0-(154)017-4291
Marie Stevens	9-(011)603-5914
Beverly Clark	4-(465)871-7167
Janice Franklin	2-(436)455-8113
Denise Kelly	7-(127)768-2728
Angela Carroll	2-(037)712-0206
Betty Cruz	6-(607)640-9475
Wanda Adams	6-(754)765-9137
Marilyn Sanders	1-(336)473-4358
Deborah Nelson	9-(229)728-3346
Kathryn Brown	0-(005)579-7330
Melissa Snyder	2-(203)113-9419
Nancy Torres	6-(000)822-8374
Kelly Collins	7-(309)180-8315
Julia Hicks	6-(016)907-9584
Donna Robinson	9-(543)027-3639
Ruby Welch	1-(731)100-0313
Irene Johnston	9-(184)325-9803
Anna Scott	4-(961)946-0170
Anne Scott	6-(160)759-7729
Rebecca Allen	2-(219)354-2591
Teresa Perez	4-(985)322-1165
Teresa Perry	2-(480)702-2736
Julia Reyes	7-(486)131-1836
Alice Robinson	9-(478)992-7427
Kelly Hicks	9-(840)154-2188
Katherine Fowler	4-(814)884-2302
Emily Gonzales	1-(634)756-1701
Anne James	4-(581)751-0782
Christina Ross	1-(563)757-3720
Debra Gardner	8-(073)921-4944
Rose Morgan	1-(758)603-5514
Ruth Morgan	8-(947)386-6088
Julie Evans	4-(230)664-6817
Norma Diaz	3-(819)185-1198
Katherine Patterson	0-(776)953-6261
Diane Rodriguez	6-(051)496-1349
Betty Snyder	6-(418)709-6802
Brenda Taylor	6-(979)023-2898
Sharon Gomez	4-(963)588-1349
Diana Simmons	1-(026)092-8439
Lois Romero	5-(049)837-9399
Betty Stone	8-(023)041-3684
Karen Washington	0-(427)104-9622
Diana Rogers	1-(720)671-0766
Linda Knight	4-(335)751-9242
Stephanie Watson	8-(995)054-5430
Carolyn Burns	4-(164)552-2632
Janice Davis	8-(846)785-4431
Ruth Taylor	7-(656)479-2747
Marilyn Smith	5-(394)397-6490
Jane Mendoza	5-(184)885-9431
Kathryn Woods	6-(005)200-8681
Catherine Miller	5-(339)117-7813
Robin Lynch	4-(478)645-2918
Deborah Carroll	9-(661)554-0367
Deborah Rogers	4-(866)102-3506
Joyce Smith	0-(630)803-7383
Kathryn Lewis	0-(371)802-1345
Deborah Stewart	4-(857)700-5193
Rachel Moore	1-(339)421-3749
Paula Porter	4-(704)737-9526
Cynthia Warren	3-(005)467-5863
Evelyn Richardson	8-(986)049-9926
Phyllis Anderson	4-(567)494-3608
Paula Olson	8-(296)752-3002
Cheryl Stewart	2-(014)294-9577
Jennifer Mason	4-(174)489-6349
Janet Ryan	1-(618)779-1975
Karen Diaz	1-(233)209-0908
Norma Harvey	2-(175)147-4410
Dorothy Brown	0-(052)267-0501
Diane Ward	2-(218)679-0983
Lois Murphy	6-(854)386-9167
Kathy Gibson	2-(813)628-3014
Elizabeth Johnson	3-(506)197-1095
Mildred Sanders	9-(932)206-3446
Joyce Bennett	9-(703)779-6702
Christina Hicks	4-(222)713-2213
Sandra Alexander	8-(650)712-2076
Janet Montgomery	9-(212)727-3596
Ashley Montgomery	8-(719)755-4870
Sharon Stevens	8-(371)137-6244
Kelly Frazier	6-(210)743-7291
Norma Jones	7-(329)651-2337
Rebecca Stevens	6-(921)797-1800
Irene Sanders	4-(651)258-6863
Susan Garrett	9-(244)645-0510
Kathy Medina	3-(103)932-5824
Andrea Banks	0-(133)849-4498
Lois Carr	0-(679)536-0509
Emily Austin	9-(139)931-1272
Anne Richards	3-(603)820-1289
Judy Simpson	6-(127)258-0017
Betty Harris	5-(437)319-1115
Sara Clark	0-(113)249-4570
Sara Miller	4-(672)956-8228
Nicole Bishop	8-(940)250-7315
Theresa Reid	4-(979)778-0743
Julia Meyer	6-(488)085-3722
Julie Watson	9-(963)773-7666
Janet Elliott	2-(832)393-5035
Ruth Hernandez	8-(993)134-1289
Maria Wells	9-(732)208-3337
Anne Oliver	2-(597)686-8968
Dorothy Willis	8-(592)664-0256
Margaret James	5-(211)217-5047
Janet Fernandez	3-(837)385-4258
Evelyn Frazier	7-(829)322-8795
Katherine Baker	8-(526)544-5458
Frances Gonzalez	6-(901)012-0031
Cynthia Miller	1-(260)500-9159
Judith Kelley	2-(570)563-6562
Judy Andrews	1-(555)786-1389
Wanda Taylor	6-(565)783-6580
Janet Wells	3-(597)289-5500
Christina Carr	2-(064)043-4115
Martha Wright	2-(004)634-5682
Judy Cole	8-(918)388-0328
Mary Cooper	1-(033)431-4307
Nicole Woods	4-(755)868-8891
Ann Garza	2-(689)037-8110
Jean Robertson	4-(558)816-4405
Amy Foster	1-(537)754-7648
Amy Marshall	7-(712)935-6291
Julie Gordon	5-(444)763-5026
Christine Moreno	1-(687)339-8082
Carolyn Garcia	0-(301)597-3072
Jessica Jackson	8-(113)148-1052
Donna Hunter	1-(973)556-7637
Teresa Gonzalez	6-(123)294-2701
Debra Harrison	3-(156)518-3042
Stephanie Gomez	2-(302)397-0658
Gloria Gordon	9-(787)282-1532
Elizabeth Mitchell	4-(960)597-4734
Margaret Garza	4-(999)201-7398
Joyce Dunn	1-(384)746-0728
Joyce Griffin	5-(621)477-0730
Dorothy Dixon	9-(735)238-4551
Marie Shaw	9-(529)211-4213
Joan Stone	5-(092)921-8755
Lois Harvey	8-(181)973-8165
Diana Clark	2-(745)138-3582
Katherine Stanley	3-(683)034-9200
Dorothy Wood	4-(639)122-6849
Elizabeth Owens	0-(825)462-3021
Ann Bishop	2-(354)189-9887
Patricia Jordan	7-(314)844-5314
Lisa Murray	7-(238)862-3104
Carolyn Hicks	7-(992)516-4577
Gloria Elliott	9-(951)117-8899
